DOMNAME,AS4LOCAL,AS4VERS,VALPOS,DDLANGUAGE,VALUE,DDTEXT
DABRBEZ,A,0000,75,D,,
BWSTRAT,A,0000,76,D,,
Value,A,0000,77,D,,
OBJNR_HK,A,0000,78,D,,
RKE_HZSTMP,A,0000,79,D,,
QMNUM,A,0000,80,D,,
FM_FUND,A,0000,81,D,,
FM_PFUND,A,0000,82,D,,
GM_GRANT_NBR,A,0000,83,D,,
GM_GRANT_PARTNER,A,0000,84,D,,
REFBZ_FI,A,0000,85,D,,
FB_SEGMENT,A,0000,86,D,,
FB_PSEGMENT,A,0000,87,D,,
FM_BUDGET_PERIOD,A,0000,88,D,,
FM_PBUDGET_PERIOD,A,0000,89,D,,
PRODPER,A,0000,90,D,,
Z_PRS_OFFSHORE,A,0000,91,D,,
Value,A,0000,92,D,,
Z_PRS_BILLABLE_FLAG,A,0000,93,D,,
Value,A,0000,94,D,,
LAND1,A,0000,95,D,,
Z_PRS_CHARGELEVEL,A,0000,96,D,,
Value,A,0000,97,D,,
Field,A,0000,98,D,,
BELNR,A,0000,99,D,,
BELNR,A,0000,100,D,,
BELNR,A,0000,101,D,,
BUKRS,A,0000,102,D,,
BUKRS,A,0000,103,D,,
FKBER,A,0000,104,D,,
FKBER,A,0000,105,D,,
GSBER,A,0000,106,D,,
GSBER,A,0000,107,D,,
HRKFT,A,0000,108,D,,
HRKFT,A,0000,109,D,,
KOKRS,A,0000,110,D,,
KOKRS,A,0000,111,D,,
KSTAR,A,0000,112,D,,
KSTAR,A,0000,113,D,,
LOGSYSO,A,0000,114,D,,
LOGSYSP,A,0000,115,D,,
MANDT,A,0000,116,D,,
MATNR,A,0000,117,D,,
MATNR,A,0000,118,D,,
MEINB,A,0000,119,D,,
MEINB,A,0000,120,D,,
MEINH,A,0000,121,D,,
MEINH,A,0000,122,D,,
OBJNR,A,0000,123,D,,
OBJNR,A,0000,124,D,,
OBJNR_N1,A,0000,125,D,,
OBJNR_N1,A,0000,126,D,,
OBJNR_N2,A,0000,127,D,,
OBJNR_N2,A,0000,128,D,,
OBJNR_N3,A,0000,129,D,,
OBJNR_N3,A,0000,130,D,,
OWAER,A,0000,131,D,,
OWAER,A,0000,132,D,,
PARGB,A,0000,133,D,,
PARGB,A,0000,134,D,,
PAROB,A,0000,135,D,,
PAROB,A,0000,136,D,,
PAROB1,A,0000,137,D,,
PAROB1,A,0000,138,D,,
PBUKRS,A,0000,139,D,,
PBUKRS,A,0000,140,D,,
PFKBER,A,0000,141,D,,
PFKBER,A,0000,142,D,,
PSEGMENT,A,0000,143,D,,
PSEGMENT,A,0000,144,D,,
SEGMENT,A,0000,145,D,,
SEGMENT,A,0000,146,D,,
TWAER,A,0000,147,D,,
TWAER,A,0000,148,D,,
USPOB,A,0000,149,D,,
USPOB,A,0000,150,D,,
VBUND,A,0000,151,D,,
VBUND,A,0000,152,D,,
VERSN,A,0000,153,D,,
VERSN,A,0000,154,D,,
VERSN,A,0000,155,D,,
VRGNG,A,0000,156,D,,
WERKS,A,0000,157,D,,
WERKS,A,0000,158,D,,
ZZREGION,A,0000,159,D,,
ZZREGION,A,0000,160,D,,
ZZSPREG,A,0000,161,D,,
ZZSPREG,A,0000,162,D,,
ZZSTATE,A,0000,163,D,,
ZZSTATE,A,0000,164,D,,
ZZUSERFLD1,A,0000,165,D,,
ZZUSERFLD1,A,0000,166,D,,
MANDT,A,0000,1,D,,
LEDNR,A,0000,2,D,,
Value,A,0000,3,D,,
J_OBJNR,A,0000,4,D,,
GJAHR,A,0000,5,D,,
CO_WRTTP,A,0000,6,D,,
Value,A,0000,7,D,,
VERSN,A,0000,8,D,,
KSTAR,A,0000,9,D,,
CO_SUBKEY,A,0000,10,D,,
CO_VORGANG,A,0000,11,D,,
RASSC,A,0000,12,D,,
PARGB,A,0000,13,D,,
BEKNZ,A,0000,14,D,,
Value,A,0000,15,D,,
TWAER,A,0000,16,D,,
PERBL,A,0000,17,D,,
CO_MEINH,A,0000,18,D,,
WTGXXX,A,0000,19,D,,
WTGXXX,A,0000,20,D,,
WTGXXX,A,0000,21,D,,
WTGXXX,A,0000,22,D,,
WTGXXX,A,0000,23,D,,
WTGXXX,A,0000,24,D,,
WTGXXX,A,0000,25,D,,
WTGXXX,A,0000,26,D,,
WTGXXX,A,0000,27,D,,
WTGXXX,A,0000,28,D,,
WTGXXX,A,0000,29,D,,
WTGXXX,A,0000,30,D,,
WTGXXX,A,0000,31,D,,
WTGXXX,A,0000,32,D,,
WTGXXX,A,0000,33,D,,
WTGXXX,A,0000,34,D,,
WOGXXX,A,0000,35,D,,
WOGXXX,A,0000,36,D,,
WOGXXX,A,0000,37,D,,
WOGXXX,A,0000,38,D,,
WOGXXX,A,0000,39,D,,
WOGXXX,A,0000,40,D,,
WOGXXX,A,0000,41,D,,
WOGXXX,A,0000,42,D,,
WOGXXX,A,0000,43,D,,
WOGXXX,A,0000,44,D,,
WOGXXX,A,0000,45,D,,
WOGXXX,A,0000,46,D,,
WOGXXX,A,0000,47,D,,
WOGXXX,A,0000,48,D,,
WOGXXX,A,0000,49,D,,
WOGXXX,A,0000,50,D,,
WKGXXX,A,0000,51,D,,
WKGXXX,A,0000,52,D,,
WKGXXX,A,0000,53,D,,
WKGXXX,A,0000,54,D,,
WKGXXX,A,0000,55,D,,
WKGXXX,A,0000,56,D,,
WKGXXX,A,0000,57,D,,
WKGXXX,A,0000,58,D,,
WKGXXX,A,0000,59,D,,
WKGXXX,A,0000,60,D,,
WKGXXX,A,0000,61,D,,
WKGXXX,A,0000,62,D,,
WKGXXX,A,0000,63,D,,
WKGXXX,A,0000,64,D,,
WKGXXX,A,0000,65,D,,
WKGXXX,A,0000,66,D,,
WKFXXX,A,0000,67,D,,
WKFXXX,A,0000,68,D,,
WKFXXX,A,0000,69,D,,
WKFXXX,A,0000,70,D,,
WKFXXX,A,0000,71,D,,
WKFXXX,A,0000,72,D,,
WKFXXX,A,0000,73,D,,
WKFXXX,A,0000,74,D,,
WKFXXX,A,0000,75,D,,
WKFXXX,A,0000,76,D,,
WKFXXX,A,0000,77,D,,
WKFXXX,A,0000,78,D,,
WKFXXX,A,0000,79,D,,
WKFXXX,A,0000,80,D,,
WKFXXX,A,0000,81,D,,
WKFXXX,A,0000,82,D,,
PAGXXX,A,0000,83,D,,
PAGXXX,A,0000,84,D,,
PAGXXX,A,0000,85,D,,
PAGXXX,A,0000,86,D,,
PAGXXX,A,0000,87,D,,
PAGXXX,A,0000,88,D,,
PAGXXX,A,0000,89,D,,
PAGXXX,A,0000,90,D,,
PAGXXX,A,0000,91,D,,
PAGXXX,A,0000,92,D,,
PAGXXX,A,0000,93,D,,
PAGXXX,A,0000,94,D,,
PAGXXX,A,0000,95,D,,
PAGXXX,A,0000,96,D,,
PAGXXX,A,0000,97,D,,
PAGXXX,A,0000,98,D,,
MEGXXX,A,0000,99,D,,
MEGXXX,A,0000,100,D,,
MEGXXX,A,0000,101,D,,
MEGXXX,A,0000,102,D,,
MEGXXX,A,0000,103,D,,
MEGXXX,A,0000,104,D,,
MEGXXX,A,0000,105,D,,
MEGXXX,A,0000,106,D,,
MEGXXX,A,0000,107,D,,
MEGXXX,A,0000,108,D,,
MEGXXX,A,0000,109,D,,
MEGXXX,A,0000,110,D,,
MEGXXX,A,0000,111,D,,
MEGXXX,A,0000,112,D,,
MEGXXX,A,0000,113,D,,
MEGXXX,A,0000,114,D,,
MEFXXX,A,0000,115,D,,
MEFXXX,A,0000,116,D,,
MEFXXX,A,0000,117,D,,
MEFXXX,A,0000,118,D,,
MEFXXX,A,0000,119,D,,
MEFXXX,A,0000,120,D,,
MEFXXX,A,0000,121,D,,
MEFXXX,A,0000,122,D,,
MEFXXX,A,0000,123,D,,
MEFXXX,A,0000,124,D,,
MEFXXX,A,0000,125,D,,
MEFXXX,A,0000,126,D,,
MEFXXX,A,0000,127,D,,
MEFXXX,A,0000,128,D,,
MEFXXX,A,0000,129,D,,
MEFXXX,A,0000,130,D,,
MUVXX,A,0000,131,D,,
Value,A,0000,132,D,,
MUVXX,A,0000,133,D,,
Value,A,0000,134,D,,
MUVXX,A,0000,135,D,,
Value,A,0000,136,D,,
MUVXX,A,0000,137,D,,
Value,A,0000,138,D,,
MUVXX,A,0000,139,D,,
Value,A,0000,140,D,,
MUVXX,A,0000,141,D,,
Value,A,0000,142,D,,
MUVXX,A,0000,143,D,,
Value,A,0000,144,D,,
MUVXX,A,0000,145,D,,
Value,A,0000,146,D,,
MUVXX,A,0000,147,D,,
Value,A,0000,148,D,,
MUVXX,A,0000,149,D,,
Value,A,0000,150,D,,
MUVXX,A,0000,151,D,,
Value,A,0000,152,D,,
MUVXX,A,0000,153,D,,
Value,A,0000,154,D,,
MUVXX,A,0000,155,D,,
Value,A,0000,156,D,,
MUVXX,A,0000,157,D,,
Value,A,0000,158,D,,
MUVXX,A,0000,159,D,,
Value,A,0000,160,D,,
MUVXX,A,0000,161,D,,
Value,A,0000,162,D,,
BP_INOUT,A,0000,163,D,,
Value,A,0000,164,D,,
RKE_HZSTMP,A,0000,165,D,,
BUKRS,A,0000,166,D,,
FKBER,A,0000,167,D,,
FB_SEGMENT,A,0000,168,D,,
FM_FUND,A,0000,169,D,,
GM_GRANT_NBR,A,0000,170,D,,
FM_BUDGET_PERIOD,A,0000,171,D,,
Field,A,0000,172,D,,
KSTAR,A,0000,173,D,,
KSTAR,A,0000,174,D,,
KSTAR,A,0000,175,D,,
MANDT,A,0000,176,D,,
MEINH,A,0000,177,D,,
MEINH,A,0000,178,D,,
OBJNR,A,0000,179,D,,
OBJNR,A,0000,180,D,,
PARGB,A,0000,181,D,,
PARGB,A,0000,182,D,,
SEGMENT,A,0000,183,D,,
SEGMENT,A,0000,184,D,,
TWAER,A,0000,185,D,,
TWAER,A,0000,186,D,,
VBUND,A,0000,187,D,,
VBUND,A,0000,188,D,,
VERSN,A,0000,189,D,,
VERSN,A,0000,190,D,,
VERSN,A,0000,191,D,,
MANDT,A,0000,1,D,,
LEDNR,A,0000,2,D,,
Value,A,0000,3,D,,
J_OBJNR,A,0000,4,D,,
GJAHR,A,0000,5,D,,
CO_WRTTP,A,0000,6,D,,
Value,A,0000,7,D,,
VERSN,A,0000,8,D,,
KSTAR,A,0000,9,D,,
CO_SUBKEY,A,0000,10,D,,
CO_VORGANG,A,0000,11,D,,
PAROB,A,0000,12,D,,
USPOB,A,0000,13,D,,
BEKNZ,A,0000,14,D,,
Value,A,0000,15,D,,
TWAER,A,0000,16,D,,
PERBL,A,0000,17,D,,
CO_MEINH,A,0000,18,D,,
WTGXXX,A,0000,19,D,,
WTGXXX,A,0000,20,D,,
WTGXXX,A,0000,21,D,,
WTGXXX,A,0000,22,D,,
WTGXXX,A,0000,23,D,,
WTGXXX,A,0000,24,D,,
WTGXXX,A,0000,25,D,,
WTGXXX,A,0000,26,D,,
WTGXXX,A,0000,27,D,,
WTGXXX,A,0000,28,D,,
WTGXXX,A,0000,29,D,,
WTGXXX,A,0000,30,D,,
WTGXXX,A,0000,31,D,,
WTGXXX,A,0000,32,D,,
WTGXXX,A,0000,33,D,,
WTGXXX,A,0000,34,D,,
WOGXXX,A,0000,35,D,,
WOGXXX,A,0000,36,D,,
WOGXXX,A,0000,37,D,,
WOGXXX,A,0000,38,D,,
WOGXXX,A,0000,39,D,,
WOGXXX,A,0000,40,D,,
WOGXXX,A,0000,41,D,,
WOGXXX,A,0000,42,D,,
WOGXXX,A,0000,43,D,,
WOGXXX,A,0000,44,D,,
WOGXXX,A,0000,45,D,,
WOGXXX,A,0000,46,D,,
WOGXXX,A,0000,47,D,,
WOGXXX,A,0000,48,D,,
WOGXXX,A,0000,49,D,,
WOGXXX,A,0000,50,D,,
WKGXXX,A,0000,51,D,,
WKGXXX,A,0000,52,D,,
WKGXXX,A,0000,53,D,,
WKGXXX,A,0000,54,D,,
WKGXXX,A,0000,55,D,,
WKGXXX,A,0000,56,D,,
WKGXXX,A,0000,57,D,,
WKGXXX,A,0000,58,D,,
WKGXXX,A,0000,59,D,,
WKGXXX,A,0000,60,D,,
WKGXXX,A,0000,61,D,,
WKGXXX,A,0000,62,D,,
WKGXXX,A,0000,63,D,,
WKGXXX,A,0000,64,D,,
WKGXXX,A,0000,65,D,,
WKGXXX,A,0000,66,D,,
WKFXXX,A,0000,67,D,,
WKFXXX,A,0000,68,D,,
WKFXXX,A,0000,69,D,,
WKFXXX,A,0000,70,D,,
WKFXXX,A,0000,71,D,,
WKFXXX,A,0000,72,D,,
WKFXXX,A,0000,73,D,,
WKFXXX,A,0000,74,D,,
WKFXXX,A,0000,75,D,,
WKFXXX,A,0000,76,D,,
WKFXXX,A,0000,77,D,,
WKFXXX,A,0000,78,D,,
WKFXXX,A,0000,79,D,,
WKFXXX,A,0000,80,D,,
WKFXXX,A,0000,81,D,,
WKFXXX,A,0000,82,D,,
PAGXXX,A,0000,83,D,,
PAGXXX,A,0000,84,D,,
PAGXXX,A,0000,85,D,,
PAGXXX,A,0000,86,D,,
PAGXXX,A,0000,87,D,,
PAGXXX,A,0000,88,D,,
PAGXXX,A,0000,89,D,,
PAGXXX,A,0000,90,D,,
PAGXXX,A,0000,91,D,,
PAGXXX,A,0000,92,D,,
PAGXXX,A,0000,93,D,,
PAGXXX,A,0000,94,D,,
PAGXXX,A,0000,95,D,,
PAGXXX,A,0000,96,D,,
PAGXXX,A,0000,97,D,,
PAGXXX,A,0000,98,D,,
PAFXXX,A,0000,99,D,,
PAFXXX,A,0000,100,D,,
PAFXXX,A,0000,101,D,,
PAFXXX,A,0000,102,D,,
PAFXXX,A,0000,103,D,,
PAFXXX,A,0000,104,D,,
PAFXXX,A,0000,105,D,,
PAFXXX,A,0000,106,D,,
PAFXXX,A,0000,107,D,,
PAFXXX,A,0000,108,D,,
PAFXXX,A,0000,109,D,,
PAFXXX,A,0000,110,D,,
PAFXXX,A,0000,111,D,,
PAFXXX,A,0000,112,D,,
PAFXXX,A,0000,113,D,,
PAFXXX,A,0000,114,D,,
MEGXXX,A,0000,115,D,,
MEGXXX,A,0000,116,D,,
MEGXXX,A,0000,117,D,,
MEGXXX,A,0000,118,D,,
MEGXXX,A,0000,119,D,,
MEGXXX,A,0000,120,D,,
MEGXXX,A,0000,121,D,,
MEGXXX,A,0000,122,D,,
MEGXXX,A,0000,123,D,,
MEGXXX,A,0000,124,D,,
MEGXXX,A,0000,125,D,,
MEGXXX,A,0000,126,D,,
MEGXXX,A,0000,127,D,,
MEGXXX,A,0000,128,D,,
MEGXXX,A,0000,129,D,,
MEGXXX,A,0000,130,D,,
MEFXXX,A,0000,131,D,,
MEFXXX,A,0000,132,D,,
MEFXXX,A,0000,133,D,,
MEFXXX,A,0000,134,D,,
MEFXXX,A,0000,135,D,,
MEFXXX,A,0000,136,D,,
MEFXXX,A,0000,137,D,,
MEFXXX,A,0000,138,D,,
MEFXXX,A,0000,139,D,,
MEFXXX,A,0000,140,D,,
MEFXXX,A,0000,141,D,,
MEFXXX,A,0000,142,D,,
MEFXXX,A,0000,143,D,,
MEFXXX,A,0000,144,D,,
MEFXXX,A,0000,145,D,,
MEFXXX,A,0000,146,D,,
MUVXX,A,0000,147,D,,
Value,A,0000,148,D,,
MUVXX,A,0000,149,D,,
Value,A,0000,150,D,,
MUVXX,A,0000,151,D,,
Value,A,0000,152,D,,
MUVXX,A,0000,153,D,,
Value,A,0000,154,D,,
MUVXX,A,0000,155,D,,
Value,A,0000,156,D,,
MUVXX,A,0000,157,D,,
Value,A,0000,158,D,,
MUVXX,A,0000,159,D,,
Value,A,0000,160,D,,
MUVXX,A,0000,161,D,,
Value,A,0000,162,D,,
MUVXX,A,0000,163,D,,
Value,A,0000,164,D,,
MUVXX,A,0000,165,D,,
Value,A,0000,166,D,,
MUVXX,A,0000,167,D,,
Value,A,0000,168,D,,
MUVXX,A,0000,169,D,,
Value,A,0000,170,D,,
MUVXX,A,0000,171,D,,
Value,A,0000,172,D,,
MUVXX,A,0000,173,D,,
Value,A,0000,174,D,,
MUVXX,A,0000,175,D,,
Value,A,0000,176,D,,
MUVXX,A,0000,177,D,,
Value,A,0000,178,D,,
BP_INOUT,A,0000,179,D,,
Value,A,0000,180,D,,
RKE_HZSTMP,A,0000,181,D,,
BUKRS,A,0000,182,D,,
FKBER,A,0000,183,D,,
FB_SEGMENT,A,0000,184,D,,
FM_FUND,A,0000,185,D,,
GM_GRANT_NBR,A,0000,186,D,,
FM_BUDGET_PERIOD,A,0000,187,D,,
Field,A,0000,188,D,,
KSTAR,A,0000,189,D,,
KSTAR,A,0000,190,D,,
KSTAR,A,0000,191,D,,
MANDT,A,0000,192,D,,
MEINH,A,0000,193,D,,
MEINH,A,0000,194,D,,
OBJNR,A,0000,195,D,,
OBJNR,A,0000,196,D,,
PAROB,A,0000,197,D,,
PAROB,A,0000,198,D,,
SEGMENT,A,0000,199,D,,
SEGMENT,A,0000,200,D,,
TWAER,A,0000,201,D,,
TWAER,A,0000,202,D,,
USPOB,A,0000,203,D,,
USPOB,A,0000,204,D,,
VERSN,A,0000,205,D,,
VERSN,A,0000,206,D,,
VERSN,A,0000,207,D,,
MANDT,A,0000,1,D,,
CR_OBJTY,A,0000,2,D,,
Value,A,0000,3,D,,
CR_OBJID,A,0000,4,D,,
BEGDATUM,A,0000,5,D,,
ENDDATUM,A,0000,6,D,,
AEDTM,A,0000,7,D,,
USRNAME,A,0000,8,D,,
AEDTM,A,0000,9,D,,
USRNAME,A,0000,10,D,,
AEDTM,A,0000,11,D,,
USRNAME,A,0000,12,D,,
AEDTM,A,0000,13,D,,
USRNAME,A,0000,14,D,,
ARBPL,A,0000,15,D,,
WERKS_D,A,0000,16,D,,
AP_VERWE,A,0000,17,D,,
AP_LOEVORM,A,0000,18,D,,
Value,A,0000,19,D,,
AP_PAR01,A,0000,20,D,,
AP_PAR02,A,0000,21,D,,
AP_PAR03,A,0000,22,D,,
AP_PAR04,A,0000,23,D,,
AP_PAR05,A,0000,24,D,,
AP_PAR06,A,0000,25,D,,
AP_PARUNIT,A,0000,26,D,,
AP_PARUNIT,A,0000,27,D,,
AP_PARUNIT,A,0000,28,D,,
AP_PARUNIT,A,0000,29,D,,
AP_PARUNIT,A,0000,30,D,,
AP_PARUNIT,A,0000,31,D,,
AP_PARVAL,A,0000,32,D,,
AP_PARVAL,A,0000,33,D,,
AP_PARVAL,A,0000,34,D,,
AP_PARVAL,A,0000,35,D,,
AP_PARVAL,A,0000,36,D,,
AP_PARVAL,A,0000,37,D,,
AP_PLANV,A,0000,38,D,,
AP_STAND,A,0000,39,D,,
AP_VERAN,A,0000,40,D,,
VORGSCHL,A,0000,41,D,,
AP_VGW_MES,A,0000,42,D,,
Value,A,0000,43,D,,
AP_VGW_MES,A,0000,44,D,,
Value,A,0000,45,D,,
AP_VGW_MES,A,0000,46,D,,
Value,A,0000,47,D,,
AP_VGW_MES,A,0000,48,D,,
Value,A,0000,49,D,,
AP_VGW_MES,A,0000,50,D,,
Value,A,0000,51,D,,
AP_VGW_MES,A,0000,52,D,,
Value,A,0000,53,D,,
AP_DEFAULT,A,0000,54,D,,
Value,A,0000,55,D,,
AP_XKOST,A,0000,56,D,,
Value,A,0000,57,D,,
AP_XSPRR,A,0000,58,D,,
Value,A,0000,59,D,,
AP_XTERM,A,0000,60,D,,
Value,A,0000,61,D,,
IDZEITGRAD,A,0000,62,D,,
IDZEITGRAD,A,0000,63,D,,
IDZEITGRAD,A,0000,64,D,,
IDZEITGRAD,A,0000,65,D,,
IDZEITGRAD,A,0000,66,D,,
IDZEITGRAD,A,0000,67,D,,
KTSCH,A,0000,68,D,,
LOHNANZ,A,0000,69,D,,
LOHNART,A,0000,70,D,,
LOHNGRP,A,0000,71,D,,
QUALF,A,0000,72,D,,
RUEARSCHLU,A,0000,73,D,,
STEUS,A,0000,74,D,,
VGWRTEH,A,0000,75,D,,
VGWRTEH,A,0000,76,D,,
VGWRTEH,A,0000,77,D,,
VGWRTEH,A,0000,78,D,,
VGWRTEH,A,0000,79,D,,
VGWRTEH,A,0000,80,D,,
KTSCH_REF,A,0000,81,D,,
Value,A,0000,82,D,,
LOART_REF,A,0000,83,D,,
Value,A,0000,84,D,,
LOANZ_REF,A,0000,85,D,,
Value,A,0000,86,D,,
LOGRP_REF,A,0000,87,D,,
Value,A,0000,88,D,,
QUALF_REF,A,0000,89,D,,
Value,A,0000,90,D,,
RASCH_REF,A,0000,91,D,,
Value,A,0000,92,D,,
STEUS_REF,A,0000,93,D,,
Value,A,0000,94,D,,
AP_FORM_T1,A,0000,95,D,,
AP_FORM_T2,A,0000,96,D,,
AP_FORM_T3,A,0000,97,D,,
KAPID,A,0000,98,D,,
ORTSGRUPPE,A,0000,99,D,,
DZEIWN,A,0000,100,D,,
DZWNOR,A,0000,101,D,,
DZEIWM,A,0000,102,D,,
DZWMIN,A,0000,103,D,,
FLGFORMART,A,0000,104,D,,
Value,A,0000,105,D,,
MATYP,A,0000,106,D,,
CPLGR,A,0000,107,D,,
SORTB,A,0000,108,D,,
MTRVP,A,0000,109,D,,
Value,A,0000,110,D,,
MTMVP,A,0000,111,D,,
Value,A,0000,112,D,,
MTPVP,A,0000,113,D,,
Value,A,0000,114,D,,
CR_RS_ANZ,A,0000,115,D,,
CR_PDEST,A,0000,116,D,,
HROBJID,A,0000,117,D,,
AP_FORM_TN,A,0000,118,D,,
AP_KZREF,A,0000,119,D,,
Value,A,0000,120,D,,
AP_KZREF,A,0000,121,D,,
Value,A,0000,122,D,,
AP_KZREF,A,0000,123,D,,
Value,A,0000,124,D,,
AP_KZREF,A,0000,125,D,,
Value,A,0000,126,D,,
AP_KZREF,A,0000,127,D,,
Value,A,0000,128,D,,
AP_KZREF,A,0000,129,D,,
Value,A,0000,130,D,,
STEUS,A,0000,131,D,,
STEUS,A,0000,132,D,,
STEUS,A,0000,133,D,,
STEUS,A,0000,134,D,,
RUZUS,A,0000,135,D,,
RSANZ_REF,A,0000,136,D,,
Value,A,0000,137,D,,
AP_KZHR,A,0000,138,D,,
Value,A,0000,139,D,,
PRVBE,A,0000,140,D,,
QEIFSUBSYS,A,0000,141,D,,
BDEGR,A,0000,142,D,,
RGEKZAP,A,0000,143,D,,
Value,A,0000,144,D,,
OTYPE,A,0000,145,D,,
SLWID,A,0000,146,D,,
LIFNR,A,0000,147,D,,
AP_KZREF,A,0000,148,D,,
Value,A,0000,149,D,,
AP_KZREF,A,0000,150,D,,
Value,A,0000,151,D,,
VGWRTAR,A,0000,152,D,,
VGDIMAR,A,0000,153,D,,
PLVAR,A,0000,154,D,,
DAUNORE,A,0000,155,D,,
J_OBJNR,A,0000,156,D,,
MATRIX_ID,A,0000,157,D,,
LGORT_RES,A,0000,158,D,,
MIXMAT,A,0000,159,D,,
Value,A,0000,160,D,,
CY_ISTBEDKZ,A,0000,161,D,,
Value,A,0000,162,D,,
COCF_SR_SRTYPE,A,0000,163,D,,
COCF_SN_SNTYPE,A,0000,164,D,,
Field,A,0000,165,D,,
CPLGR,A,0000,166,D,,
CPLGR,A,0000,167,D,,
FORT1,A,0000,168,D,,
FORT1,A,0000,169,D,,
FORT2,A,0000,170,D,,
FORT2,A,0000,171,D,,
FORT3,A,0000,172,D,,
FORT3,A,0000,173,D,,
FORTN,A,0000,174,D,,
FORTN,A,0000,175,D,,
HROID,A,0000,176,D,,
HROID,A,0000,177,D,,
HROID,A,0000,178,D,,
HROID,A,0000,179,D,,
HRPLVAR,A,0000,180,D,,
HRPLVAR,A,0000,181,D,,
HRTYP,A,0000,182,D,,
HRTYP,A,0000,183,D,,
KAPID,A,0000,184,D,,
KAPID,A,0000,185,D,,
KTSCH,A,0000,186,D,,
KTSCH,A,0000,187,D,,
LGORT_RES,A,0000,188,D,,
LGORT_RES,A,0000,189,D,,
LGORT_RES,A,0000,190,D,,
LIFNR,A,0000,191,D,,
LIFNR,A,0000,192,D,,
LOGRP,A,0000,193,D,,
LOGRP,A,0000,194,D,,
LOGRP,A,0000,195,D,,
MANDT,A,0000,196,D,,
MATYP,A,0000,197,D,,
MATYP,A,0000,198,D,,
OBJID,A,0000,199,D,,
OBJID,A,0000,200,D,,
OBJID,A,0000,201,D,,
PAR01,A,0000,202,D,,
PAR01,A,0000,203,D,,
PAR02,A,0000,204,D,,
PAR02,A,0000,205,D,,
PAR03,A,0000,206,D,,
PAR03,A,0000,207,D,,
PAR04,A,0000,208,D,,
PAR04,A,0000,209,D,,
PAR05,A,0000,210,D,,
PAR05,A,0000,211,D,,
PAR06,A,0000,212,D,,
PAR06,A,0000,213,D,,
PARU1,A,0000,214,D,,
PARU1,A,0000,215,D,,
PARU2,A,0000,216,D,,
PARU2,A,0000,217,D,,
PARU3,A,0000,218,D,,
PARU3,A,0000,219,D,,
PARU4,A,0000,220,D,,
PARU4,A,0000,221,D,,
PARU5,A,0000,222,D,,
PARU5,A,0000,223,D,,
PARU6,A,0000,224,D,,
PARU6,A,0000,225,D,,
PDEST,A,0000,226,D,,
PLANV,A,0000,227,D,,
PLANV,A,0000,228,D,,
PRVBE,A,0000,229,D,,
PRVBE,A,0000,230,D,,
PRVBE,A,0000,231,D,,
QUALF,A,0000,232,D,,
QUALF,A,0000,233,D,,
QUALF,A,0000,234,D,,
RASCH,A,0000,235,D,,
RASCH,A,0000,236,D,,
RASCH,A,0000,237,D,,
RESGR,A,0000,238,D,,
RESGR,A,0000,239,D,,
RESGR,A,0000,240,D,,
RUZUS,A,0000,241,D,,
RUZUS,A,0000,242,D,,
SLWID,A,0000,243,D,,
SLWID,A,0000,244,D,,
SNTYPE,A,0000,245,D,,
SNTYPE,A,0000,246,D,,
SORTB,A,0000,247,D,,
SORTB,A,0000,248,D,,
SRTYPE,A,0000,249,D,,
SRTYPE,A,0000,250,D,,
STAND,A,0000,251,D,,
STAND,A,0000,252,D,,
STAND,A,0000,253,D,,
STEUS,A,0000,254,D,,
STEUS,A,0000,255,D,,
STEUS_C,A,0000,256,D,,
STEUS_C,A,0000,257,D,,
STEUS_I,A,0000,258,D,,
STEUS_I,A,0000,259,D,,
STEUS_N,A,0000,260,D,,
STEUS_N,A,0000,261,D,,
STEUS_Q,A,0000,262,D,,
STEUS_Q,A,0000,263,D,,
SUBSYS,A,0000,264,D,,
SUBSYS,A,0000,265,D,,
VERAN,A,0000,266,D,,
VERAN,A,0000,267,D,,
VERAN,A,0000,268,D,,
VERWE,A,0000,269,D,,
VERWE,A,0000,270,D,,
VGARB,A,0000,271,D,,
VGARB,A,0000,272,D,,
VGDIM,A,0000,273,D,,
VGDIM,A,0000,274,D,,
VGE01,A,0000,275,D,,
VGE01,A,0000,276,D,,
VGE02,A,0000,277,D,,
VGE02,A,0000,278,D,,
VGE03,A,0000,279,D,,
VGE03,A,0000,280,D,,
VGE04,A,0000,281,D,,
VGE04,A,0000,282,D,,
VGE05,A,0000,283,D,,
VGE05,A,0000,284,D,,
VGE06,A,0000,285,D,,
VGE06,A,0000,286,D,,
VGWTS,A,0000,287,D,,
VGWTS,A,0000,288,D,,
WERKS,A,0000,289,D,,
WERKS,A,0000,290,D,,
ZEIWM,A,0000,291,D,,
ZEIWM,A,0000,292,D,,
ZEIWN,A,0000,293,D,,
ZEIWN,A,0000,294,D,,
ZGR01,A,0000,295,D,,
ZGR01,A,0000,296,D,,
ZGR02,A,0000,297,D,,
ZGR02,A,0000,298,D,,
ZGR03,A,0000,299,D,,
ZGR03,A,0000,300,D,,
ZGR04,A,0000,301,D,,
ZGR04,A,0000,302,D,,
ZGR05,A,0000,303,D,,
ZGR05,A,0000,304,D,,
ZGR06,A,0000,305,D,,
ZGR06,A,0000,306,D,,
MANDT,A,0000,1,D,,
CR_OBJTY,A,0000,2,D,,
Value,A,0000,3,D,,
CR_OBJID,A,0000,4,D,,
