ROLLNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DDTEXT
SRM_CONTRACT_ITEM,A,0000,D,SRM_CONTRACT_ITM
FM_BUDGET_PERIOD,A,0000,D,BUDGET_PD
/ISDFPS/ADVCODE,A,0000,D,ADVCODE
/ISDFPS/STACODE,A,0000,D,STACODE
/ISDFPS/BANFN_CS,A,0000,D,BANFN_CS
/ISDFPS/BNFPO_CS,A,0000,D,BNFPO_CS
/ISDFPS/ITEM_CS,A,0000,D,ITEM_CS
Value,A,0000,D,Value
/ISDFPS/BSMNG_SND,A,0000,D,BSMNG_SND
/ISDFPS/NO_MARD_DATA,A,0000,D,NO_MARD_DATA
Value,A,0000,D,Value
SERRU,A,0000,D,SERRU
Value,A,0000,D,Value
DISUB_SOBKZ_LB,A,0000,D,DISUB_SOBKZ
Value,A,0000,D,Value
PS_PSP_PNR,A,0000,D,DISUB_PSPNR
KUNNR,A,0000,D,DISUB_KUNNR
VBELN,A,0000,D,DISUB_VBELN
POSNR,A,0000,D,DISUB_POSNR
OWNER_D,A,0000,D,DISUB_OWNER
IUID_RELEVANT,A,0000,D,IUID_RELEVANT
Value,A,0000,D,Value
OIH_TAXFRO,A,0000,D,OITAXFROM
OIH_HANTYP,A,0000,D,OIHANTYP
OIH_TAXTO,A,0000,D,OITAXTO
OIH_TAXGRP,A,0000,D,OITAXGRP
OIH_OILCON,A,0000,D,OIOILCON
Value,A,0000,D,Value
OIH_INEX,A,0000,D,OIINEX
OIH_PRICIE,A,0000,D,OIPRICIE
Value,A,0000,D,Value
OIO_SPROC,A,0000,D,OIO_SPROC
OIO_SC_STATUS,A,0000,D,OIO_STATUS
Value,A,0000,D,Value
OIO_REF_BANFN,A,0000,D,OIO_REF_BANFN
OIO_REF_BNFPO,A,0000,D,OIO_REF_BNFPO
OIO_HOLD,A,0000,D,OIO_HOLD
Value,A,0000,D,Value
Field,A,0000,D,Table
ADRN2,A,0000,D,EBAN
ADRN2,A,0000,D,EBAN
ADRNR,A,0000,D,EBAN
ADRNR,A,0000,D,EBAN
ADVCODE,A,0000,D,EBAN
ADVCODE,A,0000,D,EBAN
ADVCODE,A,0000,D,EBAN
AKTNR,A,0000,D,EBAN
AKTNR,A,0000,D,EBAN
BESWK,A,0000,D,EBAN
BESWK,A,0000,D,EBAN
BMEIN,A,0000,D,EBAN
BMEIN,A,0000,D,EBAN
BSART,A,0000,D,EBAN
BSART,A,0000,D,EBAN
BSART,A,0000,D,EBAN
BWTAR,A,0000,D,EBAN
BWTAR,A,0000,D,EBAN
DISPO,A,0000,D,EBAN
DISPO,A,0000,D,EBAN
DISPO,A,0000,D,EBAN
EBELN,A,0000,D,EBAN
EBELN,A,0000,D,EBAN
EBELP,A,0000,D,EBAN
EBELP,A,0000,D,EBAN
EBELP,A,0000,D,EBAN
EKGRP,A,0000,D,EBAN
EKGRP,A,0000,D,EBAN
EKORG,A,0000,D,EBAN
EKORG,A,0000,D,EBAN
EMATN,A,0000,D,EBAN
EMATN,A,0000,D,EBAN
EMLIF,A,0000,D,EBAN
EMLIF,A,0000,D,EBAN
FLIEF,A,0000,D,EBAN
FLIEF,A,0000,D,EBAN
FRGGR,A,0000,D,EBAN
FRGGR,A,0000,D,EBAN
FRGKZ,A,0000,D,EBAN
FRGKZ,A,0000,D,EBAN
INFNR,A,0000,D,EBAN
INFNR,A,0000,D,EBAN
KNTTP,A,0000,D,EBAN
KNTTP,A,0000,D,EBAN
KONNR,A,0000,D,EBAN
KONNR,A,0000,D,EBAN
KTPNR,A,0000,D,EBAN
KTPNR,A,0000,D,EBAN
KTPNR,A,0000,D,EBAN
KUNNR,A,0000,D,EBAN
KUNNR,A,0000,D,EBAN
LBLNI,A,0000,D,EBAN
LBLNI,A,0000,D,EBAN
LGORT,A,0000,D,EBAN
LGORT,A,0000,D,EBAN
LGORT,A,0000,D,EBAN
LIFNR,A,0000,D,EBAN
LIFNR,A,0000,D,EBAN
LPEIN,A,0000,D,EBAN
LPEIN,A,0000,D,EBAN
LPEIN,A,0000,D,EBAN
MANDT,A,0000,D,EBAN
MATKL,A,0000,D,EBAN
MATKL,A,0000,D,EBAN
MATNR,A,0000,D,EBAN
MATNR,A,0000,D,EBAN
MEINS,A,0000,D,EBAN
MEINS,A,0000,D,EBAN
MFRNR,A,0000,D,EBAN
MFRNR,A,0000,D,EBAN
OIHANTYP,A,0000,D,EBAN
OIHANTYP,A,0000,D,EBAN
OIINEX,A,0000,D,EBAN
OIINEX,A,0000,D,EBAN
OITAXFROM,A,0000,D,EBAN
OITAXFROM,A,0000,D,EBAN
OITAXGRP,A,0000,D,EBAN
OITAXGRP,A,0000,D,EBAN
OITAXTO,A,0000,D,EBAN
OITAXTO,A,0000,D,EBAN
PACKNO,A,0000,D,EBAN
PACKNO,A,0000,D,EBAN
PRIO_REQ,A,0000,D,EBAN
PRIO_REQ,A,0000,D,EBAN
PRIO_URG,A,0000,D,EBAN
PRIO_URG,A,0000,D,EBAN
PSTYP,A,0000,D,EBAN
PSTYP,A,0000,D,EBAN
SOBKZ,A,0000,D,EBAN
SOBKZ,A,0000,D,EBAN
SPRAS,A,0000,D,EBAN
STACODE,A,0000,D,EBAN
STACODE,A,0000,D,EBAN
WAERS,A,0000,D,EBAN
WAERS,A,0000,D,EBAN
WERKS,A,0000,D,EBAN
WERKS,A,0000,D,EBAN
MANDT,A,0000,D,MANDT
EDI_DOCNUM,A,0000,D,DOCNUM
EDI_CLUSTC,A,0000,D,COUNTER
IDOCDSGNUM,A,0000,D,SEGNUM
EDI_SEGNAM,A,0000,D,SEGNAM
EDI_PSGNUM,A,0000,D,PSGNUM
EDI_HLEVEL,A,0000,D,HLEVEL
EDI_DTINT2,A,0000,D,DTINT2
EDI_SDATA,A,0000,D,SDATA
MANDT,A,0000,D,MANDT
EDI_DOCNUM,A,0000,D,DOCNUM
EDI_DOCREL,A,0000,D,DOCREL
EDI_STATUS,A,0000,D,STATUS
EDI_DOCTYP,A,0000,D,DOCTYP
EDI_DIRECT,A,0000,D,DIRECT
Value,A,0000,D,Value
EDI_RCVPOR,A,0000,D,RCVPOR
EDI_RCVPRT,A,0000,D,RCVPRT
EDI_RCVPRN,A,0000,D,RCVPRN
EDI_RCVSAD,A,0000,D,RCVSAD
EDI_RCVSMN,A,0000,D,RCVSMN
EDI_RCVSNA,A,0000,D,RCVSNA
EDI_RCVSCA,A,0000,D,RCVSCA
EDI_RCVSDF,A,0000,D,RCVSDF
EDI_RCVSLF,A,0000,D,RCVSLF
EDI_RCVLAD,A,0000,D,RCVLAD
EDI_STD,A,0000,D,STD
EDI_STDVRS,A,0000,D,STDVRS
EDI_STDMES,A,0000,D,STDMES
EDI_MESCOD,A,0000,D,MESCOD
EDI_MESFCT,A,0000,D,MESFCT
EDI_OUTMOD,A,0000,D,OUTMOD
Value,A,0000,D,Value
EDI_TEST,A,0000,D,TEST
Value,A,0000,D,Value
EDI_SNDPOR,A,0000,D,SNDPOR
EDI_SNDPRT,A,0000,D,SNDPRT
EDI_SNDPRN,A,0000,D,SNDPRN
EDI_SNDSAD,A,0000,D,SNDSAD
EDI_SNDSMN,A,0000,D,SNDSMN
EDI_SNDSNA,A,0000,D,SNDSNA
EDI_SNDSCA,A,0000,D,SNDSCA
EDI_SNDSDF,A,0000,D,SNDSDF
EDI_SNDSLF,A,0000,D,SNDSLF
EDI_SNDLAD,A,0000,D,SNDLAD
IDOCCRFINT,A,0000,D,REFINT
IDOCCRFGRP,A,0000,D,REFGRP
IDOCCRFMES,A,0000,D,REFMES
IDOCCARKEY,A,0000,D,ARCKEY
EDI_CCRDAT,A,0000,D,CREDAT
EDI_CCRTIM,A,0000,D,CRETIM
EDI_MESTYP,A,0000,D,MESTYP
EDI_IDOCTP,A,0000,D,IDOCTP
EDI_CIMTYP,A,0000,D,CIMTYP
EDI_RCVPFC,A,0000,D,RCVPFC
EDI_SNDPFC,A,0000,D,SNDPFC
EDI_SERIAL,A,0000,D,SERIAL
EDI_EXPRSS,A,0000,D,EXPRSS
Value,A,0000,D,Value
EDI_UPDDAT,A,0000,D,UPDDAT
EDI_UPDTIM,A,0000,D,UPDTIM
ANZEDIDD,A,0000,D,MAXSEGNUM
Field,A,0000,D,Table
CIMTYP,A,0000,D,EDIDC
IDOCTP,A,0000,D,EDIDC
MESTYP,A,0000,D,EDIDC
STATUS,A,0000,D,EDIDC
MANDT,A,0000,D,MANDT
INFNR,A,0000,D,INFNR
MATNR,A,0000,D,MATNR
MATKL,A,0000,D,MATKL
ELIFN,A,0000,D,LIFNR
ILOEA,A,0000,D,LOEKZ
Value,A,0000,D,Value
ERDAT,A,0000,D,ERDAT
ERNAM,A,0000,D,ERNAM
EINATX,A,0000,D,TXZ01
SORTI,A,0000,D,SORTL
BSTME,A,0000,D,MEINS
UMBSZ,A,0000,D,UMREZ
UMBSN,A,0000,D,UMREN
IDNLF,A,0000,D,IDNLF
VERKF,A,0000,D,VERKF
TELF0,A,0000,D,TELF1
MAHN1,A,0000,D,MAHN1
MAHN2,A,0000,D,MAHN2
MAHN3,A,0000,D,MAHN3
URZNR,A,0000,D,URZNR
URZDT,A,0000,D,URZDT
ULAND,A,0000,D,URZLA
URZTP,A,0000,D,URZTP
URZZT,A,0000,D,URZZT
MEINS,A,0000,D,LMEIN
REGIO,A,0000,D,REGIO
VABME,A,0000,D,VABME
Value,A,0000,D,Value
LTSNR,A,0000,D,LTSNR
LTSSF,A,0000,D,LTSSF
WGLIF,A,0000,D,WGLIF
W_RUECKNV,A,0000,D,RUECK
LIFAB,A,0000,D,LIFAB
LIFBI,A,0000,D,LIFBI
KOLIF,A,0000,D,KOLIF
ANZPU,A,0000,D,ANZPU
PUNEI,A,0000,D,PUNEI
RELIF,A,0000,D,RELIF
Value,A,0000,D,Value
MFRNR1,A,0000,D,MFRNR
Field,A,0000,D,Table
KOLIF,A,0000,D,EINA
KOLIF,A,0000,D,EINA
LIFNR,A,0000,D,EINA
LIFNR,A,0000,D,EINA
LMEIN,A,0000,D,EINA
LMEIN,A,0000,D,EINA
LTSNR,A,0000,D,EINA
LTSNR,A,0000,D,EINA
LTSNR,A,0000,D,EINA
MANDT,A,0000,D,EINA
MATKL,A,0000,D,EINA
MATKL,A,0000,D,EINA
MATNR,A,0000,D,EINA
MATNR,A,0000,D,EINA
MEINS,A,0000,D,EINA
MEINS,A,0000,D,EINA
PUNEI,A,0000,D,EINA
PUNEI,A,0000,D,EINA
REGIO,A,0000,D,EINA
REGIO,A,0000,D,EINA
REGIO,A,0000,D,EINA
RUECK,A,0000,D,EINA
RUECK,A,0000,D,EINA
URZLA,A,0000,D,EINA
URZLA,A,0000,D,EINA
URZTP,A,0000,D,EINA
URZTP,A,0000,D,EINA
MANDT,A,0000,D,MANDT
INFNR,A,0000,D,INFNR
EKORG,A,0000,D,EKORG
ESOKZ,A,0000,D,ESOKZ
Value,A,0000,D,Value
EWERK,A,0000,D,WERKS
ILOEE,A,0000,D,LOEKZ
Value,A,0000,D,Value
ERDAT,A,0000,D,ERDAT
ERNAM,A,0000,D,ERNAM
BKGRP,A,0000,D,EKGRP
WAERS,A,0000,D,WAERS
WRBON,A,0000,D,BONUS
Value,A,0000,D,Value
MGBON,A,0000,D,MGBON
Value,A,0000,D,Value
MINBM,A,0000,D,MINBM
NORBM,A,0000,D,NORBM
PLIFZ,A,0000,D,APLFZ
UEBTO,A,0000,D,UEBTO
UEBTK,A,0000,D,UEBTK
Value,A,0000,D,Value
UNTTO,A,0000,D,UNTTO
ANGNR,A,0000,D,ANGNR
ANGDT,A,0000,D,ANGDT
ANFNR,A,0000,D,ANFNR
ANFPS,A,0000,D,ANFPS
ABSKZ,A,0000,D,ABSKZ
Value,A,0000,D,Value
AMODV,A,0000,D,AMODV
AMODB,A,0000,D,AMODB
AMOBM,A,0000,D,AMOBM
AMOBW,A,0000,D,AMOBW
AMOAM,A,0000,D,AMOAM
AMOAW,A,0000,D,AMOAW
AMORS,A,0000,D,AMORS
Value,A,0000,D,Value
BSTYP,A,0000,D,BSTYP
Value,A,0000,D,Value
EBELN,A,0000,D,EBELN
EBELP,A,0000,D,EBELP
DATLB,A,0000,D,DATLB
IPREI,A,0000,D,NETPR
EPEIN,A,0000,D,PEINH
BBPRM,A,0000,D,BPRME
PRGBI,A,0000,D,PRDAT
BPUMZ,A,0000,D,BPUMZ
BPUMN,A,0000,D,BPUMN
MTXNO,A,0000,D,MTXNO
Value,A,0000,D,Value
WEBRE,A,0000,D,WEBRE
Value,A,0000,D,Value
EFFPR,A,0000,D,EFFPR
EKKOG,A,0000,D,EKKOL
ESKTOF,A,0000,D,SKTOF
Value,A,0000,D,Value
KZABS,A,0000,D,KZABS
Value,A,0000,D,Value
MWSKZ,A,0000,D,MWSKZ
BWTAR_D,A,0000,D,BWTAR
EBONU,A,0000,D,EBONU
EVERS,A,0000,D,EVERS
EXPRF,A,0000,D,EXPRF
BSTAE,A,0000,D,BSTAE
MEPRF,A,0000,D,MEPRF
Value,A,0000,D,Value
INCO1,A,0000,D,INCO1
INCO2,A,0000,D,INCO2
XERSN,A,0000,D,XERSN
Value,A,0000,D,Value
EBON2,A,0000,D,EBON2
EBON3,A,0000,D,EBON3
EBONF,A,0000,D,EBONF
Value,A,0000,D,Value
MHDRZ,A,0000,D,MHDRZ
VERID,A,0000,D,VERID
MAXBM,A,0000,D,BSTMA
RDPRF,A,0000,D,RDPRF
MEGRU,A,0000,D,MEGRU
J_1BNBMCO1,A,0000,D,J_1BNBM
/SPE/CRE_REF_DOC,A,0000,D,SPE_CRE_REF_DOC
Value,A,0000,D,Value
DATTP,A,0000,D,IPRKZ
ME_IR_CO_ORDER,A,0000,D,CO_ORDER
Value,A,0000,D,Value
MSR_VRMA_REQ_EINE,A,0000,D,VENDOR_RMA_REQ
Value,A,0000,D,Value
DIFF_INVOICE,A,0000,D,DIFF_INVOICE
Value,A,0000,D,Value
J_1IRMRPIND,A,0000,D,MRPIND
Value,A,0000,D,Value
OIH_HANTYP,A,0000,D,OIHANTYP
OAX,A,0000,D,OIPRICIE
Value,A,0000,D,Value
OIH_INEX,A,0000,D,OIINEX
WRF_PSCD_TC_ID,A,0000,D,TRANSPORT_CHAIN
WRF_PSCD_MST,A,0000,D,STAGING_TIME
Field,A,0000,D,Table
ANFNR,A,0000,D,EINE
ANFNR,A,0000,D,EINE
ANFPS,A,0000,D,EINE
ANFPS,A,0000,D,EINE
ANFPS,A,0000,D,EINE
BPRME,A,0000,D,EINE
BPRME,A,0000,D,EINE
BSTAE,A,0000,D,EINE
BSTAE,A,0000,D,EINE
BWTAR,A,0000,D,EINE
BWTAR,A,0000,D,EINE
EBELN,A,0000,D,EINE
EBELN,A,0000,D,EINE
EBELP,A,0000,D,EINE
EBELP,A,0000,D,EINE
EBELP,A,0000,D,EINE
EKGRP,A,0000,D,EINE
EKGRP,A,0000,D,EINE
EKORG,A,0000,D,EINE
EKORG,A,0000,D,EINE
EVERS,A,0000,D,EINE
EVERS,A,0000,D,EINE
EXPRF,A,0000,D,EINE
EXPRF,A,0000,D,EINE
EXPRF,A,0000,D,EINE
INCO1,A,0000,D,EINE
INCO1,A,0000,D,EINE
INFNR,A,0000,D,EINE
INFNR,A,0000,D,EINE
J_1BNBM,A,0000,D,EINE
J_1BNBM,A,0000,D,EINE
MANDT,A,0000,D,EINE
MEGRU,A,0000,D,EINE
MEGRU,A,0000,D,EINE
MWSKZ,A,0000,D,EINE
MWSKZ,A,0000,D,EINE
MWSKZ,A,0000,D,EINE
OIHANTYP,A,0000,D,EINE
OIHANTYP,A,0000,D,EINE
OIINEX,A,0000,D,EINE
OIINEX,A,0000,D,EINE
RDPRF,A,0000,D,EINE
RDPRF,A,0000,D,EINE
RDPRF,A,0000,D,EINE
TRANSPORT_CHAIN,A,0000,D,EINE
TRANSPORT_CHAIN,A,0000,D,EINE
VERID,A,0000,D,EINE
VERID,A,0000,D,EINE
VERID,A,0000,D,EINE
VERID,A,0000,D,EINE
WAERS,A,0000,D,EINE
WAERS,A,0000,D,EINE
WERKS,A,0000,D,EINE
WERKS,A,0000,D,EINE
MANDT,A,0000,D,MANDT
EBELN,A,0000,D,EBELN
EBELP,A,0000,D,EBELP
DZEKKN,A,0000,D,ZEKKN
VGABE,A,0000,D,VGABE
Value,A,0000,D,Value
MJAHR,A,0000,D,GJAHR
MBLNR,A,0000,D,BELNR
MBLPO,A,0000,D,BUZEI
BEWTP,A,0000,D,BEWTP
BWART,A,0000,D,BWART
BUDAT,A,0000,D,BUDAT
MENGE_D,A,0000,D,MENGE
MENGE_BPR,A,0000,D,BPMNG
DMBTR,A,0000,D,DMBTR
WRBTR,A,0000,D,WRBTR
WAERS,A,0000,D,WAERS
AREWR,A,0000,D,AREWR
WESBS,A,0000,D,WESBS
BPWES,A,0000,D,BPWES
SHKZG,A,0000,D,SHKZG
Value,A,0000,D,Value
BWTAR_D,A,0000,D,BWTAR
ELIKZ,A,0000,D,ELIKZ
Value,A,0000,D,Value
XBLNR1,A,0000,D,XBLNR
LFBJA,A,0000,D,LFGJA
LFBNR,A,0000,D,LFBNR
LFPOS,A,0000,D,LFPOS
MB_GRBEW,A,0000,D,GRUND
CPUDT,A,0000,D,CPUDT
CPUTM,A,0000,D,CPUTM
REEWR,A,0000,D,REEWR
EVERE,A,0000,D,EVERE
REFWR,A,0000,D,REFWR
MATNR,A,0000,D,MATNR
WERKS_D,A,0000,D,WERKS
XWSBR,A,0000,D,XWSBR
Value,A,0000,D,Value
ETENS,A,0000,D,ETENS
KNUMV,A,0000,D,KNUMV
MWSKZ,A,0000,D,MWSKZ
LSMNG,A,0000,D,LSMNG
LSMEH,A,0000,D,LSMEH
EMATNR,A,0000,D,EMATN
AREWW,A,0000,D,AREWW
HSWAE,A,0000,D,HSWAE
MENGE_D,A,0000,D,BAMNG
CHARG_D,A,0000,D,CHARG
BLDAT,A,0000,D,BLDAT
XWOFF,A,0000,D,XWOFF
Value,A,0000,D,Value
XUNPL,A,0000,D,XUNPL
Value,A,0000,D,Value
ERNAM,A,0000,D,ERNAM
SRVPOS,A,0000,D,SRVPOS
PACKNO_EKBE,A,0000,D,PACKNO
INTROW_EKBE,A,0000,D,INTROW
BEKKN,A,0000,D,BEKKN
SRVRET,A,0000,D,LEMIN
Value,A,0000,D,Value
AREWB,A,0000,D,AREWB
REWRB,A,0000,D,REWRB
SAPRL,A,0000,D,SAPRL
MENGE_D,A,0000,D,MENGE_POP
MENGE_BPR,A,0000,D,BPMNG_POP
DMBTR,A,0000,D,DMBTR_POP
WRBTR,A,0000,D,WRBTR_POP
WESBB,A,0000,D,WESBB
BPWEB,A,0000,D,BPWEB
WEORA,A,0000,D,WEORA
Value,A,0000,D,Value
AREWR,A,0000,D,AREWR_POP
KUDIF,A,0000,D,KUDIF
RET_AMT_FC,A,0000,D,RETAMT_FC
RET_AMT_LC,A,0000,D,RETAMT_LC
RET_AMT_POST_FC,A,0000,D,RETAMTP_FC
RET_AMT_POST_LC,A,0000,D,RETAMTP_LC
XMACC,A,0000,D,XMACC
WKURS,A,0000,D,WKURS
INV_ITM_ORIGIN,A,0000,D,INV_ITEM_ORIGIN
Value,A,0000,D,Value
VBELN_VL,A,0000,D,VBELN_ST
POSNR_VL,A,0000,D,VBELP_ST
FRBNR1,A,0000,D,FRBNR
OIA_IPMVAT,A,0000,D,OIA_IPMVAT
Value,A,0000,D,Value
DMBTR,A,0000,D,OIVATH
WRBTR,A,0000,D,OIVATF
OIA_IMATV,A,0000,D,OIIMATV
OIA_MATCYC,A,0000,D,OIMATCYC
OIH_TAXVAL,A,0000,D,OITAXVAL
OIH_TAXCON,A,0000,D,OITAXCON
OIH_EDCL,A,0000,D,OIEDCL
ET_UPD1,A,0000,D,ET_UPD
Value,A,0000,D,Value
/CWM/BAMNG,A,0000,D,/CWM/BAMNG
/CWM/WESBS,A,0000,D,/CWM/WESBS
/CWM/TY2TQ,A,0000,D,/CWM/TY2TQ
Value,A,0000,D,Value
/CWM/WESBB,A,0000,D,/CWM/WESBB
/SAPNEA/J_SC_DIE_COMP_F,A,0000,D,J_SC_DIE_COMP_F
Field,A,0000,D,Table
BEWTP,A,0000,D,EKBE
BEWTP,A,0000,D,EKBE
BWART,A,0000,D,EKBE
BWART,A,0000,D,EKBE
BWTAR,A,0000,D,EKBE
BWTAR,A,0000,D,EKBE
EBELN,A,0000,D,EKBE
EBELN,A,0000,D,EKBE
EBELP,A,0000,D,EKBE
EBELP,A,0000,D,EKBE
EBELP,A,0000,D,EKBE
EMATN,A,0000,D,EKBE
EMATN,A,0000,D,EKBE
EVERE,A,0000,D,EKBE
EVERE,A,0000,D,EKBE
EVERE,A,0000,D,EKBE
GRUND,A,0000,D,EKBE
GRUND,A,0000,D,EKBE
GRUND,A,0000,D,EKBE
HSWAE,A,0000,D,EKBE
HSWAE,A,0000,D,EKBE
LSMEH,A,0000,D,EKBE
LSMEH,A,0000,D,EKBE
MANDT,A,0000,D,EKBE
MATNR,A,0000,D,EKBE
MATNR,A,0000,D,EKBE
WAERS,A,0000,D,EKBE
WAERS,A,0000,D,EKBE
WERKS,A,0000,D,EKBE
WERKS,A,0000,D,EKBE
MANDT,A,0000,D,MANDT
EBELN,A,0000,D,EBELN
EBELP,A,0000,D,EBELP
EETEN,A,0000,D,ETENR
EINDT,A,0000,D,EINDT
SLFDT,A,0000,D,SLFDT
LPEIN,A,0000,D,LPEIN
ETMEN,A,0000,D,MENGE
VOMNG,A,0000,D,AMENG
WEEMG,A,0000,D,WEMNG
WAMNG,A,0000,D,WAMNG
LZEIT,A,0000,D,UZEIT
BANFN,A,0000,D,BANFN
BNFPO,A,0000,D,BNFPO
ESTKZ,A,0000,D,ESTKZ
Value,A,0000,D,Value
QUNUM,A,0000,D,QUNUM
QUPOS,A,0000,D,QUPOS
MAHNZE,A,0000,D,MAHNZ
ETBDT,A,0000,D,BEDAT
RSNUM,A,0000,D,RSNUM
SERNR,A,0000,D,SERNR
ETFIX,A,0000,D,FIXKZ
Value,A,0000,D,Value
GLMNG,A,0000,D,GLMNG
DABMG,A,0000,D,DABMG
CHARG_D,A,0000,D,CHARG
LICHN,A,0000,D,LICHA
CHKOM,A,0000,D,CHKOM
Value,A,0000,D,Value
VERID,A,0000,D,VERID
MEABART,A,0000,D,ABART
Value,A,0000,D,Value
MNG06,A,0000,D,MNG02
DAT05,A,0000,D,DAT01
ALTDT,A,0000,D,ALTDT
AULWE,A,0000,D,AULWE
MBDAT,A,0000,D,MBDAT
MBUHR,A,0000,D,MBUHR
LDDAT,A,0000,D,LDDAT
LDUHR,A,0000,D,LDUHR
TDDAT_D,A,0000,D,TDDAT
TDUHR,A,0000,D,TDUHR
WADAT,A,0000,D,WADAT
WAUHR,A,0000,D,WAUHR
ELDAT,A,0000,D,ELDAT
ELUHR,A,0000,D,ELUHR
ANZSN,A,0000,D,ANZSN
NODISP,A,0000,D,NODISP
Value,A,0000,D,Value
/SPE/DE_ROUTE_ID,A,0000,D,GEO_ROUTE
/SPE/DE_ROUTE_GTS_CODE,A,0000,D,ROUTE_GTS
/SPE/DE_LEG_GTS_CODE,A,0000,D,GTS_IND
SPDNR,A,0000,D,TSP
APOLOCNO,A,0000,D,CD_LOCNO
APOLOCTYPE,A,0000,D,CD_LOCTYPE
HANDOVER_DATE,A,0000,D,HANDOVERDATE
HANDOVER_TIME,A,0000,D,HANDOVERTIME
/CWM/ETMEN,A,0000,D,/CWM/MENGE
/CWM/DABMG,A,0000,D,/CWM/DABMG
/CWM/WEMNG,A,0000,D,/CWM/WEMNG
WRF_BUDG_KEY_ID,A,0000,D,KEY_ID
WRF_POTB_VALUE,A,0000,D,OTB_VALUE
WRF_POTB_CURRENCY,A,0000,D,OTB_CURR
WRF_POTB_RES_VALUE,A,0000,D,OTB_RES_VALUE
WRF_POTB_SPECIAL_VALUE,A,0000,D,OTB_SPEC_VALUE
WRF_POTB_SPR_RSN_PROFILE,A,0000,D,SPR_RSN_PROFILE
WRF_BUDG_TYPE,A,0000,D,BUDG_TYPE
WRF_POTB_STATUS,A,0000,D,OTB_STATUS
Value,A,0000,D,Value
WRF_POTB_STATUS_REASON,A,0000,D,OTB_REASON
Value,A,0000,D,Value
WRF_BUDG_OTB_CHECK,A,0000,D,CHECK_TYPE
Value,A,0000,D,Value
WRF_PSCD_DL_ID,A,0000,D,DL_ID
WRF_PSCD_HANDOVER_DATE,A,0000,D,HANDOVER_DATE
WRF_PSCD_NO_SCEM,A,0000,D,NO_SCEM
Value,A,0000,D,Value
WRF_PCTR_DNG_DATE,A,0000,D,DNG_DATE
WRF_PCTR_DNG_TIME,A,0000,D,DNG_TIME
WRF_PCTR_CNCL_ANCMT_DONE,A,0000,D,CNCL_ANCMNT_DONE
Value,A,0000,D,Value
WRF_PCTR_DATESHIFT_NUMBER,A,0000,D,DATESHIFT_NUMBER
Field,A,0000,D,Table
AULWE,A,0000,D,EKET
AULWE,A,0000,D,EKET
BNFPO,A,0000,D,EKET
BNFPO,A,0000,D,EKET
BNFPO,A,0000,D,EKET
EBELN,A,0000,D,EKET
EBELN,A,0000,D,EKET
EBELP,A,0000,D,EKET
EBELP,A,0000,D,EKET
EBELP,A,0000,D,EKET
MANDT,A,0000,D,EKET
MANDT,A,0000,D,MANDT
EBELN,A,0000,D,EBELN
BUKRS,A,0000,D,BUKRS
EBSTYP,A,0000,D,BSTYP
Value,A,0000,D,Value
ESART,A,0000,D,BSART
BSAKZ,A,0000,D,BSAKZ
Value,A,0000,D,Value
ELOEK,A,0000,D,LOEKZ
ESTAK,A,0000,D,STATU
Value,A,0000,D,Value
ERDAT,A,0000,D,AEDAT
ERNAM,A,0000,D,ERNAM
PINCR,A,0000,D,PINCR
LPONR,A,0000,D,LPONR
ELIFN,A,0000,D,LIFNR
SPRAS,A,0000,D,SPRAS
DZTERM,A,0000,D,ZTERM
DZBDET,A,0000,D,ZBD1T
DZBDET,A,0000,D,ZBD2T
DZBDET,A,0000,D,ZBD3T
DZBD1P,A,0000,D,ZBD1P
DZBD2P,A,0000,D,ZBD2P
EKORG,A,0000,D,EKORG
BKGRP,A,0000,D,EKGRP
WAERS,A,0000,D,WAERS
WKURS,A,0000,D,WKURS
KUFIX,A,0000,D,KUFIX
Value,A,0000,D,Value
EBDAT,A,0000,D,BEDAT
KDATB,A,0000,D,KDATB
KDATE,A,0000,D,KDATE
BWBDT,A,0000,D,BWBDT
ANGAB,A,0000,D,ANGDT
EBNDT,A,0000,D,BNDDT
MM_GWLDT,A,0000,D,GWLDT
AUSCH,A,0000,D,AUSNR
ANGNR,A,0000,D,ANGNR
IHRAN,A,0000,D,IHRAN
IHREZ,A,0000,D,IHREZ
EVERK,A,0000,D,VERKF
TELF0,A,0000,D,TELF1
LLIEF,A,0000,D,LLIEF
KUNNR,A,0000,D,KUNNR
KONNR,A,0000,D,KONNR
ABDUM,A,0000,D,ABGRU
KMPLF,A,0000,D,AUTLF
Value,A,0000,D,Value
WEAKT,A,0000,D,WEAKT
Value,A,0000,D,Value
RESWK,A,0000,D,RESWK
LBLIF,A,0000,D,LBLIF
INCO1,A,0000,D,INCO1
INCO2,A,0000,D,INCO2
KTWRT,A,0000,D,KTWRT
SUBMI,A,0000,D,SUBMI
KNUMV,A,0000,D,KNUMV
KALSM_D,A,0000,D,KALSM
STAFO,A,0000,D,STAFO
LIFRE,A,0000,D,LIFRE
EXNUM,A,0000,D,EXNUM
UNSEZ,A,0000,D,UNSEZ
LOGSYSTEM,A,0000,D,LOGSY
UPINC,A,0000,D,UPINC
STAKO,A,0000,D,STAKO
Value,A,0000,D,Value
FRGGR,A,0000,D,FRGGR
FRGSX,A,0000,D,FRGSX
FRGKE,A,0000,D,FRGKE
FRGZU,A,0000,D,FRGZU
