DOMNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DATATYPE,LENG,OUTPUTLEN,DECIMALS,SIGNFLAG
KUNNR,A,0000,D,KUNNR,KNA1 General Data in Customer Master,KNA1 General Data in Customer Master,KUNNR,
LBLNI,A,0000,D,MANDT,ESSR Service Entry Sheet Header Data,ESSR Service Entry Sheet Header Data,MANDT,
LBLNI,A,0000,D,LBLNI,ESSR Service Entry Sheet Header Data,ESSR Service Entry Sheet Header Data,LBLNI,
LGORT,A,0000,D,WERKS,T001L Storage Locations,T001L Storage Locations,WERKS,
LGORT,A,0000,D,LGORT,T001L Storage Locations,T001L Storage Locations,LGORT,
LGORT,A,0000,D,MANDT,T001L Storage Locations,T001L Storage Locations,MANDT,
LIFNR,A,0000,D,MANDT,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),MANDT,
LIFNR,A,0000,D,LIFNR,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),LIFNR,
LPEIN,A,0000,D,MANDT,TPRG Date display format,TPRG Date display format,MANDT,
LPEIN,A,0000,D,LANGU,TPRG Date display format,TPRG Date display format,SPRAS,
LPEIN,A,0000,D,LPEIN,TPRG Date display format,TPRG Date display format,PRGBZ,
MANDT,A,0000,D,MANDT,T000 Clients,T000 Clients,MANDT,
MATKL,A,0000,D,MANDT,T023 Material Groups,T023 Material Groups,MANDT,
MATKL,A,0000,D,MATKL,T023 Material Groups,T023 Material Groups,MATKL,
MATNR,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATNR,A,0000,D,MATNR,MARA General Material Data,MARA General Material Data,MATNR,
MEINS,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
MEINS,A,0000,D,MEINS,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
MFRNR,A,0000,D,MFRNR,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),LIFNR,
MFRNR,A,0000,D,MANDT,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),MANDT,
OIHANTYP,A,0000,D,MANDT,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),MANDT,
OIHANTYP,A,0000,D,OIHANTYP,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),HANTYP,
OIINEX,A,0000,D,MANDT,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,MANDT,
OIINEX,A,0000,D,OIINEX,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,INEX,
OITAXFROM,A,0000,D,OITAXFROM,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,
OITAXFROM,A,0000,D,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,
OITAXGRP,A,0000,D,MANDT,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),OIH2 Excise duty tax group (IS-Oil TDP standard/core object),MANDT,
OITAXGRP,A,0000,D,OITAXGRP,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),OIH2 Excise duty tax group (IS-Oil TDP standard/core object),TAXGRP,
OITAXTO,A,0000,D,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,
OITAXTO,A,0000,D,OITAXTO,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,
PACKNO,A,0000,D,MANDT,ESLH Service Package Header Data,ESLH Service Package Header Data,MANDT,
PACKNO,A,0000,D,PACKNO,ESLH Service Package Header Data,ESLH Service Package Header Data,PACKNO,
PRIO_REQ,A,0000,D,PRIO_REQ,PREQ Requirement Priorities,PREQ Requirement Priorities,PRIO_REQ,
PRIO_REQ,A,0000,D,MANDT,PREQ Requirement Priorities,PREQ Requirement Priorities,MANDT,
PRIO_URG,A,0000,D,MANDT,PURG Requirement Urgencies,PURG Requirement Urgencies,MANDT,
PRIO_URG,A,0000,D,PRIO_URG,PURG Requirement Urgencies,PURG Requirement Urgencies,PRIO_URG,
PSTYP,A,0000,D,MANDT,T163 Item Categories in Purchasing Document,T163 Item Categories in Purchasing Document,MANDT,
PSTYP,A,0000,D,PSTYP,T163 Item Categories in Purchasing Document,T163 Item Categories in Purchasing Document,PSTYP,
SOBKZ,A,0000,D,SOBKZ,T148 Special Stock Indicator,T148 Special Stock Indicator,SOBKZ,
SOBKZ,A,0000,D,MANDT,T148 Special Stock Indicator,T148 Special Stock Indicator,MANDT,
SPRAS,A,0000,D,SPRAS,T002 Language Keys (Component BC-I18),T002 Language Keys (Component BC-I18),SPRAS,
STACODE,A,0000,D,MANDT,/ISDFPS/CSTACODE Status Code,/ISDFPS/CSTACODE Status Code,MANDT,
STACODE,A,0000,D,STACODE,/ISDFPS/CSTACODE Status Code,/ISDFPS/CSTACODE Status Code,STACODE,
WAERS,A,0000,D,MANDT,TCURC Currency Codes,TCURC Currency Codes,MANDT,
WAERS,A,0000,D,WAERS,TCURC Currency Codes,TCURC Currency Codes,WAERS,
WERKS,A,0000,D,WERKS,T001W Plants/Branches,T001W Plants/Branches,WERKS,
WERKS,A,0000,D,MANDT,T001W Plants/Branches,T001W Plants/Branches,MANDT,
MANDT,A,0000,D,CLNT,3,3,0,
EDI_DOCNUM,A,0000,D,NUMC,16,16,0,
EDI_CLUSTC,A,0000,D,NUMC,3,3,0,
IDOCDSGNUM,A,0000,D,NUMC,6,6,0,
EDI_SEGNAM,A,0000,D,CHAR,30,30,0,
EDI_PSGNUM,A,0000,D,NUMC,6,6,0,
EDI_HLEVEL,A,0000,D,NUMC,2,2,0,
EDI_DTINT2,A,0000,D,INT2,5,5,0,
EDI_SDATA,A,0000,D,LCHR,1000,1000,0,
MANDT,A,0000,D,CLNT,3,3,0,
EDI_DOCNUM,A,0000,D,NUMC,16,16,0,
EDI_DOCREL,A,0000,D,CHAR,4,4,0,
EDI_STATUS,A,0000,D,CHAR,2,2,0,
EDI_DOCTYP,A,0000,D,CHAR,8,8,0,
EDI_DIRECT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Outbound,Outbound,2,
EDI_RCVPOR,A,0000,D,CHAR,10,10,0,
EDI_RCVPRT,A,0000,D,CHAR,2,2,0,
EDI_RCVPRN,A,0000,D,CHAR,10,10,0,
EDI_RCVSAD,A,0000,D,CHAR,10,10,0,
EDI_RCVSMN,A,0000,D,CLNT,3,3,0,
EDI_RCVSNA,A,0000,D,CHAR,1,1,0,
EDI_RCVSCA,A,0000,D,CHAR,3,3,0,
EDI_RCVSDF,A,0000,D,CHAR,1,1,0,
EDI_RCVSLF,A,0000,D,CHAR,3,3,0,
EDI_RCVLAD,A,0000,D,CHAR,70,70,0,
EDI_STD,A,0000,D,CHAR,1,1,0,
EDI_STDVRS,A,0000,D,CHAR,6,6,0,
EDI_STDMES,A,0000,D,CHAR,6,6,0,
EDI_MESCOD,A,0000,D,CHAR,3,3,0,
EDI_MESFCT,A,0000,D,CHAR,3,3,0,
EDI_OUTMOD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Transfer IDoc immediately and start external subsystem,Transfer IDoc immediately and start external subsystem,2,
EDI_TEST,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,IDoc contains a productive message,IDoc contains a productive message,X,
EDI_SNDPOR,A,0000,D,CHAR,10,10,0,
EDI_SNDPRT,A,0000,D,CHAR,2,2,0,
EDI_SNDPRN,A,0000,D,CHAR,10,10,0,
EDI_SNDSAD,A,0000,D,CHAR,10,10,0,
EDI_SNDSMN,A,0000,D,CLNT,3,3,0,
EDI_SNDSNA,A,0000,D,CHAR,1,1,0,
EDI_SNDSCA,A,0000,D,CHAR,3,3,0,
EDI_SNDSDF,A,0000,D,CHAR,1,1,0,
EDI_SNDSLF,A,0000,D,CHAR,3,3,0,
EDI_SNDLAD,A,0000,D,CHAR,70,70,0,
IDOCCRFINT,A,0000,D,CHAR,14,14,0,
IDOCCRFGRP,A,0000,D,CHAR,14,14,0,
IDOCCRFMES,A,0000,D,CHAR,14,14,0,
IDOCCARKEY,A,0000,D,CHAR,70,70,0,
EDI_CCRDAT,A,0000,D,DATS,8,8,0,
EDI_CCRTIM,A,0000,D,TIMS,6,6,0,
EDI_MESTYP,A,0000,D,CHAR,30,30,0,
EDI_IDOCTP,A,0000,D,CHAR,30,30,0,
EDI_CIMTYP,A,0000,D,CHAR,30,30,0,
EDI_RCVPFC,A,0000,D,CHAR,2,2,0,
EDI_SNDPFC,A,0000,D,CHAR,2,2,0,
EDI_SERIAL,A,0000,D,CHAR,20,20,0,
EDI_EXPRSS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No overriding,No overriding,X,
EDI_UPDDAT,A,0000,D,DATS,8,8,0,
EDI_UPDTIM,A,0000,D,TIMS,6,6,0,
ANZEDIDD,A,0000,D,NUMC,6,6,0,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
CIMTYP,A,0000,D,CIMTYP,EDCIM Extensions,EDCIM Extensions,CIMTYP,
IDOCTP,A,0000,D,IDOCTP,EDBAS Basic types,EDBAS Basic types,IDOCTYP,
MESTYP,A,0000,D,MESTYP,EDMSG Logical message types,EDMSG Logical message types,MSGTYP,
STATUS,A,0000,D,STATUS,TEDS1 IDoc status values,TEDS1 IDoc status values,STATUS,
MANDT,A,0000,D,CLNT,3,3,0,
INFNR,A,0000,D,CHAR,10,10,0,
MATNR,A,0000,D,CHAR,18,18,0,
MATKL,A,0000,D,CHAR,9,9,0,
ELIFN,A,0000,D,CHAR,10,10,0,
ILOEA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
ERDAT,A,0000,D,DATS,8,8,0,
ERNAM,A,0000,D,CHAR,12,12,0,
EINATX,A,0000,D,CHAR,40,40,0,
SORTI,A,0000,D,CHAR,10,10,0,
BSTME,A,0000,D,UNIT,3,3,0,
UMBSZ,A,0000,D,DEC,5,5,0,
UMBSN,A,0000,D,DEC,5,5,0,
IDNLF,A,0000,D,CHAR,35,35,0,
VERKF,A,0000,D,CHAR,30,30,0,
TELF0,A,0000,D,CHAR,16,16,0,
MAHN1,A,0000,D,DEC,3,3,0,
MAHN2,A,0000,D,DEC,3,3,0,
MAHN3,A,0000,D,DEC,3,3,0,
URZNR,A,0000,D,CHAR,10,10,0,
URZDT,A,0000,D,DATS,8,8,0,
ULAND,A,0000,D,CHAR,3,3,0,
URZTP,A,0000,D,CHAR,1,1,0,
URZZT,A,0000,D,CHAR,16,16,0,
MEINS,A,0000,D,UNIT,3,3,0,
REGIO,A,0000,D,CHAR,3,3,0,
VABME,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Not active,Not active,1,
LTSNR,A,0000,D,CHAR,6,6,0,
LTSSF,A,0000,D,NUMC,5,5,0,
WGLIF,A,0000,D,CHAR,18,18,0,
W_RUECKNV,A,0000,D,CHAR,2,2,0,
LIFAB,A,0000,D,DATS,8,8,0,
LIFBI,A,0000,D,DATS,8,8,0,
KOLIF,A,0000,D,CHAR,10,10,0,
ANZPU,A,0000,D,QUAN,13,13,3,
PUNEI,A,0000,D,UNIT,3,3,0,
RELIF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MFRNR1,A,0000,D,CHAR,10,10,0,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
KOLIF,A,0000,D,MANDT,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),MANDT,
KOLIF,A,0000,D,KOLIF,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),LIFNR,
LIFNR,A,0000,D,MANDT,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),MANDT,
LIFNR,A,0000,D,LIFNR,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),LIFNR,
LMEIN,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
LMEIN,A,0000,D,LMEIN,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
LTSNR,A,0000,D,MANDT,WYT1 Vendor Subrange,WYT1 Vendor Subrange,MANDT,
LTSNR,A,0000,D,LIFNR,WYT1 Vendor Subrange,WYT1 Vendor Subrange,LIFNR,
LTSNR,A,0000,D,LTSNR,WYT1 Vendor Subrange,WYT1 Vendor Subrange,LTSNR,
MANDT,A,0000,D,MANDT,T000 Clients,T000 Clients,MANDT,
MATKL,A,0000,D,MANDT,T023 Material Groups,T023 Material Groups,MANDT,
MATKL,A,0000,D,MATKL,T023 Material Groups,T023 Material Groups,MATKL,
MATNR,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATNR,A,0000,D,MATNR,MARA General Material Data,MARA General Material Data,MATNR,
MEINS,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
MEINS,A,0000,D,MEINS,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
PUNEI,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
PUNEI,A,0000,D,PUNEI,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
REGIO,A,0000,D,REGIO,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,BLAND,
REGIO,A,0000,D,MANDT,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,MANDT,
REGIO,A,0000,D,URZLA,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,LAND1,
RUECK,A,0000,D,MANDT,TWRV Return agreements IS-R,TWRV Return agreements IS-R,MANDT,
RUECK,A,0000,D,RUECK,TWRV Return agreements IS-R,TWRV Return agreements IS-R,RUECV,
URZLA,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
URZLA,A,0000,D,URZLA,T005 Countries,T005 Countries,LAND1,
URZTP,A,0000,D,MANDT,T069 Certificate Categories,T069 Certificate Categories,MANDT,
URZTP,A,0000,D,URZTP,T069 Certificate Categories,T069 Certificate Categories,URZTP,
MANDT,A,0000,D,CLNT,3,3,0,
INFNR,A,0000,D,CHAR,10,10,0,
EKORG,A,0000,D,CHAR,4,4,0,
ESOKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Standard,Standard,2,
EWERK,A,0000,D,CHAR,4,4,0,
ILOEE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
ERDAT,A,0000,D,DATS,8,8,0,
ERNAM,A,0000,D,CHAR,12,12,0,
BKGRP,A,0000,D,CHAR,3,3,0,
WAERS,A,0000,D,CUKY,5,5,0,
WRBON,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MGBON,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MINBM,A,0000,D,QUAN,13,13,3,
NORBM,A,0000,D,QUAN,13,13,3,
PLIFZ,A,0000,D,DEC,3,3,0,
UEBTO,A,0000,D,DEC,3,3,1,
UEBTK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
UNTTO,A,0000,D,DEC,3,3,1,
ANGNR,A,0000,D,CHAR,10,10,0,
ANGDT,A,0000,D,DATS,8,8,0,
ANFNR,A,0000,D,CHAR,10,10,0,
ANFPS,A,0000,D,NUMC,5,5,0,
ABSKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
AMODV,A,0000,D,DATS,8,8,0,
AMODB,A,0000,D,DATS,8,8,0,
AMOBM,A,0000,D,QUAN,15,15,3,
AMOBW,A,0000,D,CURR,15,15,2,
AMOAM,A,0000,D,QUAN,15,15,3,
AMOAW,A,0000,D,CURR,15,15,2,
AMORS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
BSTYP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Request for quotation,Request for quotation,B,
EBELN,A,0000,D,CHAR,10,10,0,
EBELP,A,0000,D,NUMC,5,5,0,
DATLB,A,0000,D,DATS,8,8,0,
IPREI,A,0000,D,CURR,11,11,2,
EPEIN,A,0000,D,DEC,5,5,0,
BBPRM,A,0000,D,UNIT,3,3,0,
PRGBI,A,0000,D,DATS,8,8,0,
BPUMZ,A,0000,D,DEC,5,5,0,
BPUMN,A,0000,D,DEC,5,5,0,
MTXNO,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
WEBRE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
EFFPR,A,0000,D,CURR,11,11,2,
EKKOG,A,0000,D,CHAR,4,4,0,
ESKTOF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
KZABS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MWSKZ,A,0000,D,CHAR,2,2,0,
BWTAR_D,A,0000,D,CHAR,10,10,0,
EBONU,A,0000,D,CHAR,2,2,0,
EVERS,A,0000,D,CHAR,2,2,0,
EXPRF,A,0000,D,CHAR,8,8,0,
BSTAE,A,0000,D,CHAR,4,4,0,
MEPRF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No Control,No Control,1,
INCO1,A,0000,D,CHAR,3,3,0,
INCO2,A,0000,D,CHAR,28,28,0,
XERSN,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
EBON2,A,0000,D,CHAR,2,2,0,
EBON3,A,0000,D,CHAR,2,2,0,
EBONF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MHDRZ,A,0000,D,DEC,4,4,0,
VERID,A,0000,D,CHAR,4,4,0,
MAXBM,A,0000,D,QUAN,13,13,3,
RDPRF,A,0000,D,CHAR,4,4,0,
MEGRU,A,0000,D,CHAR,4,4,0,
J_1BNBMCO1,A,0000,D,CHAR,16,16,0,
/SPE/CRE_REF_DOC,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
DATTP,A,0000,D,CHAR,1,1,0,
ME_IR_CO_ORDER,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MSR_VRMA_REQ_EINE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Vendor RMA Not Required,Vendor RMA Not Required,X,
DIFF_INVOICE,A,0000,D,CHAR,2,2,0,
Value,A,0000,D,01,Not Relevant,Not Relevant,02,
J_1IRMRPIND,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Maximum Retail Price relevant.,Maximum Retail Price relevant.,NULL,
OIH_HANTYP,A,0000,D,CHAR,2,2,0,
OAX,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
OIH_INEX,A,0000,D,CHAR,2,2,0,
WRF_PSCD_TC_ID,A,0000,D,CHAR,10,10,0,
WRF_PSCD_MST,A,0000,D,DEC,3,3,0,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
ANFNR,A,0000,D,MANDT,EKKO Purchasing Document Header,EKKO Purchasing Document Header,MANDT,
ANFNR,A,0000,D,ANFNR,EKKO Purchasing Document Header,EKKO Purchasing Document Header,EBELN,
ANFPS,A,0000,D,MANDT,EKPO Purchasing Document Item,EKPO Purchasing Document Item,MANDT,
ANFPS,A,0000,D,ANFNR,EKPO Purchasing Document Item,EKPO Purchasing Document Item,EBELN,
ANFPS,A,0000,D,ANFPS,EKPO Purchasing Document Item,EKPO Purchasing Document Item,EBELP,
BPRME,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
BPRME,A,0000,D,BPRME,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
BSTAE,A,0000,D,MANDT,T163L Confirmation Control Keys,T163L Confirmation Control Keys,MANDT,
BSTAE,A,0000,D,BSTAE,T163L Confirmation Control Keys,T163L Confirmation Control Keys,BSTAE,
BWTAR,A,0000,D,MANDT,T149D Global Valuation Types,T149D Global Valuation Types,MANDT,
BWTAR,A,0000,D,BWTAR,T149D Global Valuation Types,T149D Global Valuation Types,BWTAR,
EBELN,A,0000,D,MANDT,EKKO Purchasing Document Header,EKKO Purchasing Document Header,MANDT,
EBELN,A,0000,D,EBELN,EKKO Purchasing Document Header,EKKO Purchasing Document Header,EBELN,
EBELP,A,0000,D,EBELP,EKPO Purchasing Document Item,EKPO Purchasing Document Item,EBELP,
EBELP,A,0000,D,MANDT,EKPO Purchasing Document Item,EKPO Purchasing Document Item,MANDT,
EBELP,A,0000,D,EBELN,EKPO Purchasing Document Item,EKPO Purchasing Document Item,EBELN,
EKGRP,A,0000,D,MANDT,T024 Purchasing Groups,T024 Purchasing Groups,MANDT,
EKGRP,A,0000,D,EKGRP,T024 Purchasing Groups,T024 Purchasing Groups,EKGRP,
EKORG,A,0000,D,MANDT,T024E Purchasing Organizations,T024E Purchasing Organizations,MANDT,
EKORG,A,0000,D,EKORG,T024E Purchasing Organizations,T024E Purchasing Organizations,EKORG,
EVERS,A,0000,D,MANDT,"T027A Shipping Instructions, Purchasing","T027A Shipping Instructions, Purchasing",MANDT,
EVERS,A,0000,D,EVERS,"T027A Shipping Instructions, Purchasing","T027A Shipping Instructions, Purchasing",EVERS,
EXPRF,A,0000,D,MANDT,T616 Foreign Trade: Procedure,T616 Foreign Trade: Procedure,MANDT,
EXPRF,A,0000,D,LAND1,T616 Foreign Trade: Procedure,T616 Foreign Trade: Procedure,LAND1,
EXPRF,A,0000,D,EXPRF,T616 Foreign Trade: Procedure,T616 Foreign Trade: Procedure,EXPRF,
INCO1,A,0000,D,MANDT,TINC Customers: Incoterms,TINC Customers: Incoterms,MANDT,
INCO1,A,0000,D,INCO1,TINC Customers: Incoterms,TINC Customers: Incoterms,INCO1,
INFNR,A,0000,D,MANDT,EINA Purchasing Info Record: General Data,EINA Purchasing Info Record: General Data,MANDT,
INFNR,A,0000,D,INFNR,EINA Purchasing Info Record: General Data,EINA Purchasing Info Record: General Data,INFNR,
J_1BNBM,A,0000,D,J_1BNBM,T604F Import Processing: Control Code,T604F Import Processing: Control Code,STEUC,
J_1BNBM,A,0000,D,MANDT,T604F Import Processing: Control Code,T604F Import Processing: Control Code,MANDT,
MANDT,A,0000,D,MANDT,T000 Clients,T000 Clients,MANDT,
MEGRU,A,0000,D,MANDT,TWMEG Unit of measure group,TWMEG Unit of measure group,MANDT,
MEGRU,A,0000,D,MEGRU,TWMEG Unit of measure group,TWMEG Unit of measure group,MEGRU,
MWSKZ,A,0000,D,MANDT,T007A Tax Keys,T007A Tax Keys,MANDT,
MWSKZ,A,0000,D,KALSM,T007A Tax Keys,T007A Tax Keys,KALSM,
MWSKZ,A,0000,D,MWSKZ,T007A Tax Keys,T007A Tax Keys,MWSKZ,
OIHANTYP,A,0000,D,MANDT,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),MANDT,
OIHANTYP,A,0000,D,OIHANTYP,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),HANTYP,
OIINEX,A,0000,D,MANDT,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,MANDT,
OIINEX,A,0000,D,OIINEX,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,INEX,
RDPRF,A,0000,D,RDPRF,RDPR Rounding profile,RDPR Rounding profile,RDPRF,
RDPRF,A,0000,D,MANDT,RDPR Rounding profile,RDPR Rounding profile,MANDT,
RDPRF,A,0000,D,WERKS,RDPR Rounding profile,RDPR Rounding profile,WERKS,
TRANSPORT_CHAIN,A,0000,D,MANDT,"WRF_PSCD_TCHAINH Transportation Chain, Header","WRF_PSCD_TCHAINH Transportation Chain, Header",MANDT,
TRANSPORT_CHAIN,A,0000,D,TRANSPORT_CHAIN,"WRF_PSCD_TCHAINH Transportation Chain, Header","WRF_PSCD_TCHAINH Transportation Chain, Header",TC_ID,
VERID,A,0000,D,MANDT,MKAL Production Versions of Material,MKAL Production Versions of Material,MANDT,
VERID,A,0000,D,MATNR,MKAL Production Versions of Material,MKAL Production Versions of Material,MATNR,
VERID,A,0000,D,WERKS,MKAL Production Versions of Material,MKAL Production Versions of Material,WERKS,
VERID,A,0000,D,VERID,MKAL Production Versions of Material,MKAL Production Versions of Material,VERID,
WAERS,A,0000,D,MANDT,TCURC Currency Codes,TCURC Currency Codes,MANDT,
WAERS,A,0000,D,WAERS,TCURC Currency Codes,TCURC Currency Codes,WAERS,
WERKS,A,0000,D,MANDT,T001W Plants/Branches,T001W Plants/Branches,MANDT,
WERKS,A,0000,D,WERKS,T001W Plants/Branches,T001W Plants/Branches,WERKS,
MANDT,A,0000,D,CLNT,3,3,0,
EBELN,A,0000,D,CHAR,10,10,0,
EBELP,A,0000,D,NUMC,5,5,0,
DZEKKN,A,0000,D,NUMC,2,2,0,
VGABE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Goods Receipt,Goods Receipt,2,
MJAHR,A,0000,D,NUMC,4,4,0,
MBLNR,A,0000,D,CHAR,10,10,0,
MBLPO,A,0000,D,NUMC,4,4,0,
BEWTP,A,0000,D,CHAR,1,1,0,
BWART,A,0000,D,CHAR,3,3,0,
BUDAT,A,0000,D,DATS,8,8,0,
MENGE_D,A,0000,D,QUAN,13,13,3,
MENGE_BPR,A,0000,D,QUAN,13,13,3,
DMBTR,A,0000,D,CURR,13,13,2,
WRBTR,A,0000,D,CURR,13,13,2,
WAERS,A,0000,D,CUKY,5,5,0,
AREWR,A,0000,D,CURR,13,13,2,
WESBS,A,0000,D,QUAN,13,13,3,
BPWES,A,0000,D,QUAN,13,13,3,
SHKZG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,H,Credit,Credit,S,
BWTAR_D,A,0000,D,CHAR,10,10,0,
ELIKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
XBLNR1,A,0000,D,CHAR,16,16,0,
LFBJA,A,0000,D,NUMC,4,4,0,
LFBNR,A,0000,D,CHAR,10,10,0,
LFPOS,A,0000,D,NUMC,4,4,0,
MB_GRBEW,A,0000,D,NUMC,4,4,0,
CPUDT,A,0000,D,DATS,8,8,0,
CPUTM,A,0000,D,TIMS,6,6,0,
REEWR,A,0000,D,CURR,13,13,2,
EVERE,A,0000,D,CHAR,2,2,0,
REFWR,A,0000,D,CURR,13,13,2,
MATNR,A,0000,D,CHAR,18,18,0,
WERKS_D,A,0000,D,CHAR,4,4,0,
XWSBR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
ETENS,A,0000,D,NUMC,4,4,0,
KNUMV,A,0000,D,CHAR,10,10,0,
MWSKZ,A,0000,D,CHAR,2,2,0,
LSMNG,A,0000,D,QUAN,13,13,3,
LSMEH,A,0000,D,UNIT,3,3,0,
EMATNR,A,0000,D,CHAR,18,18,0,
AREWW,A,0000,D,CURR,13,13,2,
HSWAE,A,0000,D,CUKY,5,5,0,
MENGE_D,A,0000,D,QUAN,13,13,3,
CHARG_D,A,0000,D,CHAR,10,10,0,
BLDAT,A,0000,D,DATS,8,8,0,
XWOFF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
XUNPL,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
ERNAM,A,0000,D,CHAR,12,12,0,
SRVPOS,A,0000,D,CHAR,18,18,0,
PACKNO_EKBE,A,0000,D,NUMC,10,10,0,
