MANDT,AUFPL,APLZL,VORNR,ARBID,WERKS
100,0000000777,00000004,0040,00000004,0007
100,0000000778,00000001,0010,00000001,0008
100,0000000778,00000002,0020,00000002,0008
100,0000000778,00000003,0030,00000003,0008
100,0000000779,00000001,0010,00000001,0009
100,0000000779,00000002,0020,00000002,0009
100,0000000779,00000003,0030,00000003,0009
100,0000000780,00000001,0010,00000001,0010
100,0000000780,00000002,0020,00000002,0010
100,0000000780,00000003,0030,00000003,0010
100,0000000780,00000004,0040,00000004,0010
100,0000000781,00000001,0010,00000001,0001
100,0000000781,00000002,0020,00000002,0001
100,0000000781,00000003,0030,00000003,0001
100,0000000781,00000004,0040,00000004,0001
100,0000000782,00000001,0010,00000001,0002
100,0000000782,00000002,0020,00000002,0002
100,0000000783,00000001,0010,00000001,0003
100,0000000783,00000002,0020,00000002,0003
100,0000000783,00000003,0030,00000003,0003
100,0000000783,00000004,0040,00000004,0003
100,0000000784,00000001,0010,00000001,0004
100,0000000784,00000002,0020,00000002,0004
100,0000000784,00000003,0030,00000003,0004
100,0000000785,00000001,0010,00000001,0005
100,0000000785,00000002,0020,00000002,0005
100,0000000785,00000003,0030,00000003,0005
100,0000000785,00000004,0040,00000004,0005
100,0000000786,00000001,0010,00000001,0006
100,0000000786,00000002,0020,00000002,0006
100,0000000786,00000003,0030,00000003,0006
100,0000000786,00000004,0040,00000004,0006
100,0000000787,00000001,0010,00000001,0007
100,0000000787,00000002,0020,00000002,0007
100,0000000787,00000003,0030,00000003,0007
100,0000000787,00000004,0040,00000004,0007
100,0000000788,00000001,0010,00000001,0008
100,0000000788,00000002,0020,00000002,0008
100,0000000788,00000003,0030,00000003,0008
100,0000000789,00000001,0010,00000001,0009
100,0000000789,00000002,0020,00000002,0009
100,0000000789,00000003,0030,00000003,0009
100,0000000790,00000001,0010,00000001,0010
100,0000000790,00000002,0020,00000002,0010
100,0000000790,00000003,0030,00000003,0010
100,0000000790,00000004,0040,00000004,0010
100,0000000791,00000001,0010,00000001,0001
100,0000000791,00000002,0020,00000002,0001
100,0000000791,00000003,0030,00000003,0001
100,0000000791,00000004,0040,00000004,0001
100,0000000792,00000001,0010,00000001,0002
100,0000000792,00000002,0020,00000002,0002
100,0000000793,00000001,0010,00000001,0003
100,0000000793,00000002,0020,00000002,0003
100,0000000793,00000003,0030,00000003,0003
100,0000000793,00000004,0040,00000004,0003
100,0000000794,00000001,0010,00000001,0004
100,0000000794,00000002,0020,00000002,0004
100,0000000794,00000003,0030,00000003,0004
100,0000000795,00000001,0010,00000001,0005
100,0000000795,00000002,0020,00000002,0005
100,0000000795,00000003,0030,00000003,0005
100,0000000795,00000004,0040,00000004,0005
100,0000000796,00000001,0010,00000001,0006
100,0000000796,00000002,0020,00000002,0006
100,0000000796,00000003,0030,00000003,0006
100,0000000796,00000004,0040,00000004,0006
100,0000000797,00000001,0010,00000001,0007
100,0000000797,00000002,0020,00000002,0007
100,0000000797,00000003,0030,00000003,0007
100,0000000798,00000001,0010,00000001,0008
100,0000000798,00000002,0020,00000002,0008
100,0000000799,00000001,0010,00000001,0009
100,0000000799,00000002,0020,00000002,0009
100,0000000800,00000001,0010,00000001,0010
100,0000000800,00000002,0020,00000002,0010
100,0000000800,00000003,0030,00000003,0010
100,0000000801,00000001,0010,00000001,0001
100,0000000801,00000002,0020,00000002,0001
100,0000000801,00000003,0030,00000003,0001
100,0000000801,00000004,0040,00000004,0001
100,0000000802,00000001,0010,00000001,0002
100,0000000802,00000002,0020,00000002,0002
100,0000000802,00000003,0030,00000003,0002
100,0000000803,00000001,0010,00000001,0003
100,0000000803,00000002,0020,00000002,0003
100,0000000803,00000003,0030,00000003,0003
100,0000000804,00000001,0010,00000001,0004
100,0000000804,00000002,0020,00000002,0004
100,0000000804,00000003,0030,00000003,0004
100,0000000805,00000001,0010,00000001,0005
100,0000000805,00000002,0020,00000002,0005
100,0000000805,00000003,0030,00000003,0005
100,0000000806,00000001,0010,00000001,0006
100,0000000806,00000002,0020,00000002,0006
100,0000000807,00000001,0010,00000001,0007
100,0000000807,00000002,0020,00000002,0007
100,0000000807,00000003,0030,00000003,0007
100,0000000808,00000001,0010,00000001,0008
100,0000000808,00000002,0020,00000002,0008
100,0000000808,00000003,0030,00000003,0008
100,0000000808,00000004,0040,00000004,0008
100,0000000809,00000001,0010,00000001,0009
100,0000000809,00000002,0020,00000002,0009
100,0000000809,00000003,0030,00000003,0009
100,0000000810,00000001,0010,00000001,0010
100,0000000810,00000002,0020,00000002,0010
100,0000000811,00000001,0010,00000001,0001
100,0000000811,00000002,0020,00000002,0001
100,0000000811,00000003,0030,00000003,0001
100,0000000812,00000001,0010,00000001,0002
100,0000000812,00000002,0020,00000002,0002
100,0000000812,00000003,0030,00000003,0002
100,0000000812,00000004,0040,00000004,0002
100,0000000813,00000001,0010,00000001,0003
100,0000000813,00000002,0020,00000002,0003
100,0000000813,00000003,0030,00000003,0003
100,0000000814,00000001,0010,00000001,0004
100,0000000814,00000002,0020,00000002,0004
100,0000000814,00000003,0030,00000003,0004
100,0000000814,00000004,0040,00000004,0004
100,0000000815,00000001,0010,00000001,0005
100,0000000815,00000002,0020,00000002,0005
100,0000000816,00000001,0010,00000001,0006
100,0000000816,00000002,0020,00000002,0006
100,0000000816,00000003,0030,00000003,0006
100,0000000816,00000004,0040,00000004,0006
100,0000000817,00000001,0010,00000001,0007
100,0000000817,00000002,0020,00000002,0007
100,0000000817,00000003,0030,00000003,0007
100,0000000818,00000001,0010,00000001,0008
100,0000000818,00000002,0020,00000002,0008
100,0000000819,00000001,0010,00000001,0009
100,0000000819,00000002,0020,00000002,0009
100,0000000819,00000003,0030,00000003,0009
100,0000000820,00000001,0010,00000001,0010
100,0000000820,00000002,0020,00000002,0010
100,0000000820,00000003,0030,00000003,0010
100,0000000821,00000001,0010,00000001,0001
100,0000000821,00000002,0020,00000002,0001
100,0000000821,00000003,0030,00000003,0001
100,0000000822,00000001,0010,00000001,0002
100,0000000822,00000002,0020,00000002,0002
100,0000000823,00000001,0010,00000001,0003
100,0000000823,00000002,0020,00000002,0003
100,0000000823,00000003,0030,00000003,0003
100,0000000823,00000004,0040,00000004,0003
100,0000000824,00000001,0010,00000001,0004
100,0000000824,00000002,0020,00000002,0004
100,0000000825,00000001,0010,00000001,0005
100,0000000825,00000002,0020,00000002,0005
100,0000000825,00000003,0030,00000003,0005
100,0000000826,00000001,0010,00000001,0006
100,0000000826,00000002,0020,00000002,0006
100,0000000827,00000001,0010,00000001,0007
100,0000000827,00000002,0020,00000002,0007
100,0000000827,00000003,0030,00000003,0007
100,0000000827,00000004,0040,00000004,0007
100,0000000828,00000001,0010,00000001,0008
100,0000000828,00000002,0020,00000002,0008
100,0000000828,00000003,0030,00000003,0008
100,0000000829,00000001,0010,00000001,0009
100,0000000829,00000002,0020,00000002,0009
100,0000000829,00000003,0030,00000003,0009
100,0000000829,00000004,0040,00000004,0009
100,0000000830,00000001,0010,00000001,0010
100,0000000830,00000002,0020,00000002,0010
100,0000000831,00000001,0010,00000001,0001
100,0000000831,00000002,0020,00000002,0001
100,0000000832,00000001,0010,00000001,0002
100,0000000832,00000002,0020,00000002,0002
100,0000000833,00000001,0010,00000001,0003
100,0000000833,00000002,0020,00000002,0003
100,0000000834,00000001,0010,00000001,0004
100,0000000834,00000002,0020,00000002,0004
100,0000000834,00000003,0030,00000003,0004
100,0000000834,00000004,0040,00000004,0004
100,0000000835,00000001,0010,00000001,0005
100,0000000835,00000002,0020,00000002,0005
100,0000000835,00000003,0030,00000003,0005
100,0000000836,00000001,0010,00000001,0006
100,0000000836,00000002,0020,00000002,0006
100,0000000836,00000003,0030,00000003,0006
100,0000000837,00000001,0010,00000001,0007
100,0000000837,00000002,0020,00000002,0007
100,0000000837,00000003,0030,00000003,0007
100,0000000837,00000004,0040,00000004,0007
100,0000000838,00000001,0010,00000001,0008
100,0000000838,00000002,0020,00000002,0008
100,0000000838,00000003,0030,00000003,0008
100,0000000839,00000001,0010,00000001,0009
100,0000000839,00000002,0020,00000002,0009
100,0000000839,00000003,0030,00000003,0009
100,0000000839,00000004,0040,00000004,0009
100,0000000840,00000001,0010,00000001,0010
100,0000000840,00000002,0020,00000002,0010
100,0000000841,00000001,0010,00000001,0001
100,0000000841,00000002,0020,00000002,0001
100,0000000841,00000003,0030,00000003,0001
100,0000000841,00000004,0040,00000004,0001
100,0000000842,00000001,0010,00000001,0002
100,0000000842,00000002,0020,00000002,0002
100,0000000842,00000003,0030,00000003,0002
100,0000000842,00000004,0040,00000004,0002
100,0000000843,00000001,0010,00000001,0003
100,0000000843,00000002,0020,00000002,0003
100,0000000844,00000001,0010,00000001,0004
100,0000000844,00000002,0020,00000002,0004
100,0000000845,00000001,0010,00000001,0005
100,0000000845,00000002,0020,00000002,0005
100,0000000845,00000003,0030,00000003,0005
100,0000000846,00000001,0010,00000001,0006
100,0000000846,00000002,0020,00000002,0006
100,0000000847,00000001,0010,00000001,0007
100,0000000847,00000002,0020,00000002,0007
100,0000000847,00000003,0030,00000003,0007
100,0000000848,00000001,0010,00000001,0008
100,0000000848,00000002,0020,00000002,0008
100,0000000849,00000001,0010,00000001,0009
100,0000000849,00000002,0020,00000002,0009
100,0000000849,00000003,0030,00000003,0009
100,0000000850,00000001,0010,00000001,0010
100,0000000850,00000002,0020,00000002,0010
100,0000000851,00000001,0010,00000001,0001
100,0000000851,00000002,0020,00000002,0001
100,0000000851,00000003,0030,00000003,0001
100,0000000852,00000001,0010,00000001,0002
100,0000000852,00000002,0020,00000002,0002
100,0000000853,00000001,0010,00000001,0003
100,0000000853,00000002,0020,00000002,0003
100,0000000853,00000003,0030,00000003,0003
100,0000000853,00000004,0040,00000004,0003
100,0000000854,00000001,0010,00000001,0004
100,0000000854,00000002,0020,00000002,0004
100,0000000855,00000001,0010,00000001,0005
100,0000000855,00000002,0020,00000002,0005
100,0000000855,00000003,0030,00000003,0005
100,0000000855,00000004,0040,00000004,0005
100,0000000856,00000001,0010,00000001,0006
100,0000000856,00000002,0020,00000002,0006
100,0000000856,00000003,0030,00000003,0006
100,0000000856,00000004,0040,00000004,0006
100,0000000857,00000001,0010,00000001,0007
100,0000000857,00000002,0020,00000002,0007
100,0000000857,00000003,0030,00000003,0007
100,0000000858,00000001,0010,00000001,0008
100,0000000858,00000002,0020,00000002,0008
100,0000000859,00000001,0010,00000001,0009
100,0000000859,00000002,0020,00000002,0009
100,0000000859,00000003,0030,00000003,0009
100,0000000860,00000001,0010,00000001,0010
100,0000000860,00000002,0020,00000002,0010
100,0000000860,00000003,0030,00000003,0010
100,0000000860,00000004,0040,00000004,0010
100,0000000861,00000001,0010,00000001,0001
100,0000000861,00000002,0020,00000002,0001
100,0000000861,00000003,0030,00000003,0001
100,0000000861,00000004,0040,00000004,0001
100,0000000862,00000001,0010,00000001,0002
100,0000000862,00000002,0020,00000002,0002
100,0000000862,00000003,0030,00000003,0002
100,0000000862,00000004,0040,00000004,0002
100,0000000863,00000001,0010,00000001,0003
100,0000000863,00000002,0020,00000002,0003
100,0000000863,00000003,0030,00000003,0003
100,0000000863,00000004,0040,00000004,0003
100,0000000864,00000001,0010,00000001,0004
100,0000000864,00000002,0020,00000002,0004
100,0000000864,00000003,0030,00000003,0004
100,0000000865,00000001,0010,00000001,0005
100,0000000865,00000002,0020,00000002,0005
100,0000000866,00000001,0010,00000001,0006
100,0000000866,00000002,0020,00000002,0006
100,0000000866,00000003,0030,00000003,0006
100,0000000866,00000004,0040,00000004,0006
100,0000000867,00000001,0010,00000001,0007
100,0000000867,00000002,0020,00000002,0007
100,0000000868,00000001,0010,00000001,0008
100,0000000868,00000002,0020,00000002,0008
100,0000000868,00000003,0030,00000003,0008
100,0000000868,00000004,0040,00000004,0008
100,0000000869,00000001,0010,00000001,0009
100,0000000869,00000002,0020,00000002,0009
100,0000000869,00000003,0030,00000003,0009
100,0000000869,00000004,0040,00000004,0009
100,0000000870,00000001,0010,00000001,0010
100,0000000870,00000002,0020,00000002,0010
100,0000000870,00000003,0030,00000003,0010
100,0000000871,00000001,0010,00000001,0001
100,0000000871,00000002,0020,00000002,0001
100,0000000871,00000003,0030,00000003,0001
100,0000000872,00000001,0010,00000001,0002
100,0000000872,00000002,0020,00000002,0002
100,0000000872,00000003,0030,00000003,0002
100,0000000873,00000001,0010,00000001,0003
100,0000000873,00000002,0020,00000002,0003
100,0000000873,00000003,0030,00000003,0003
100,0000000874,00000001,0010,00000001,0004
100,0000000874,00000002,0020,00000002,0004
100,0000000874,00000003,0030,00000003,0004
100,0000000874,00000004,0040,00000004,0004
100,0000000875,00000001,0010,00000001,0005
100,0000000875,00000002,0020,00000002,0005
100,0000000875,00000003,0030,00000003,0005
100,0000000876,00000001,0010,00000001,0006
100,0000000876,00000002,0020,00000002,0006
100,0000000877,00000001,0010,00000001,0007
100,0000000877,00000002,0020,00000002,0007
100,0000000877,00000003,0030,00000003,0007
100,0000000877,00000004,0040,00000004,0007
100,0000000878,00000001,0010,00000001,0008
100,0000000878,00000002,0020,00000002,0008
100,0000000878,00000003,0030,00000003,0008
100,0000000878,00000004,0040,00000004,0008
100,0000000879,00000001,0010,00000001,0009
100,0000000879,00000002,0020,00000002,0009
100,0000000880,00000001,0010,00000001,0010
100,0000000880,00000002,0020,00000002,0010
100,0000000880,00000003,0030,00000003,0010
100,0000000880,00000004,0040,00000004,0010
100,0000000881,00000001,0010,00000001,0001
100,0000000881,00000002,0020,00000002,0001
100,0000000881,00000003,0030,00000003,0001
100,0000000881,00000004,0040,00000004,0001
100,0000000882,00000001,0010,00000001,0002
100,0000000882,00000002,0020,00000002,0002
100,0000000883,00000001,0010,00000001,0003
100,0000000883,00000002,0020,00000002,0003
100,0000000884,00000001,0010,00000001,0004
100,0000000884,00000002,0020,00000002,0004
100,0000000884,00000003,0030,00000003,0004
100,0000000885,00000001,0010,00000001,0005
100,0000000885,00000002,0020,00000002,0005
100,0000000885,00000003,0030,00000003,0005
100,0000000885,00000004,0040,00000004,0005
100,0000000886,00000001,0010,00000001,0006
100,0000000886,00000002,0020,00000002,0006
100,0000000886,00000003,0030,00000003,0006
100,0000000886,00000004,0040,00000004,0006
100,0000000887,00000001,0010,00000001,0007
100,0000000887,00000002,0020,00000002,0007
100,0000000887,00000003,0030,00000003,0007
100,0000000887,00000004,0040,00000004,0007
100,0000000888,00000001,0010,00000001,0008
100,0000000888,00000002,0020,00000002,0008
100,0000000889,00000001,0010,00000001,0009
100,0000000889,00000002,0020,00000002,0009
100,0000000889,00000003,0030,00000003,0009
100,0000000889,00000004,0040,00000004,0009
100,0000000890,00000001,0010,00000001,0010
100,0000000890,00000002,0020,00000002,0010
100,0000000890,00000003,0030,00000003,0010
100,0000000890,00000004,0040,00000004,0010
100,0000000891,00000001,0010,00000001,0001
100,0000000891,00000002,0020,00000002,0001
100,0000000891,00000003,0030,00000003,0001
100,0000000892,00000001,0010,00000001,0002
100,0000000892,00000002,0020,00000002,0002
